Distance_(cm),cm
0.0,0.23764748000000002
0.02744970303030303,0.2540586585367185
0.05489940606060606,0.2645273678114478
0.08234910909090909,0.2846100510510511
0.10979881212121212,0.3131035375994176
0.13724851515151515,0.33608264
0.16469821818181818,0.3386328
0.1921479212121212,0.3386328
0.21959762424242424,0.3386328
0.24704732727272727,0.335863915004095
0.2744970303030303,0.32977948334152335
0.30194673333333333,0.32170116
0.32939643636363636,0.3116689709471965
0.3568461393939394,0.3021888467158067
0.3842958424242424,0.28833571999999996
0.41174554545454545,0.2807558331954273
0.4391952484848485,0.2907904979531845
0.4666449515151515,0.3005859925131555
0.49409465454545454,0.3014599
0.5215443575757576,0.3014599
0.5489940606060606,0.3061716709780439
0.5764437636363636,0.3122041
0.6038934666666667,0.3149473
0.6313431696969697,0.3149473
0.6587928727272727,0.3230534426863227
0.6862425757575757,0.32347916
0.7136922787878788,0.32347916
0.7411419818181818,0.3251974141796342
0.7685916848484848,0.325247
0.7960413878787879,0.325247
0.8234910909090909,0.3264728277149877
0.8509407939393939,0.3287522
0.878390496969697,0.3287522
0.9058402,0.33262823999999996
0.933289903030303,0.3386328
0.960739606060606,0.34283904000000004
0.9881893090909091,0.34434400213486216
1.0156390121212122,0.3488738728983529
1.0430887151515151,0.35997134000000003
1.070538418181818,0.35997134000000003
1.0979881212121212,0.35997134000000003
1.1254378242424243,0.36609391604149605
1.1528875272727273,0.37172646000000004
1.1803372303030302,0.37433897446901443
1.2077869333333333,0.38316604792792797
1.2352366363636365,0.39420974395304403
1.2626863393939394,0.39533526420420423
1.2901360424242423,0.40270671472199465
1.3175857454545454,0.410637782596625
1.3450354484848486,0.42931741985483574
