Image,Width(pixels),Height(pixels),Height_Width_Ratio,name,locality,number,specimens_number,Longtitude_convert,Latitude_convert,notes
novaehollandiae_manning-river_c.112181_01.jpg,5200,3776,0.726153846,novaehollandiae,manning-river,C.112181,1,NA,NA,
novaehollandiae_manning-river_c.112181_02.jpg,4075,3635,0.89202454,novaehollandiae,manning-river,C.112181,2,NA,NA,
novaehollandiae_morisset_c.108564_01.jpg,4224,3584,0.848484848,novaehollandiae,morisset,C.108564,1,151.4016667,-33.1,
novaehollandiae_na_NHM1977032_syntype.jpg,3543,2835,0.800169348,novaehollandiae,na,NHM1977032,syntype,NA,NA,
novaehollandiae_new-england_c.033227_01.jpg,4840,3410,0.704545455,novaehollandiae,new-england,C.033227,1,152.95,-30.46666667,
novaehollandiae_new-england_c.112171_01.jpg,4554,3718,0.816425121,novaehollandiae,new-england,C.112171,1,152.5833333,-30.40833333,
novaehollandiae_new-england_c.272196_01.jpg,4169,3751,0.899736148,novaehollandiae,new-england,C.272196,1,152.532778,-30.468611,
novaehollandiae_new-england_c.465639_01.jpg,4422,4070,0.92039801,novaehollandiae,new-england,C.465639,1,152.5327778,-30.46861111,
novaehollandiae_new-england_c.465644_01.jpg,4520,3840,0.849557522,novaehollandiae,new-england,C.465644,1,152.5327778,-30.46861111,
novaehollandiae_newcastle_c.033229_01.jpg,4976,3696,0.742765273,novaehollandiae,newcastle,C.033229,1,151.7333333,-32.86666667,
novaehollandiae_newcastle_c.033229_02.jpg,4608,3648,0.791666667,novaehollandiae,newcastle,C.033229,2,151.7333333,-32.86666667,
novaehollandiae_ngambaa_c.272194_01.jpg,4240,3680,0.867924528,novaehollandiae,ngambaa,C.272194,1,152.778889,-30.878889,
novaehollandiae_nuglin_c.575474_01.jpg,4994,4532,0.907488987,novaehollandiae,nuglin,C.575474,1,151.6077778,-31.34888889,
novaehollandiae_port-stephens_c.112175_01.jpg,4125,3817,0.925333333,novaehollandiae,port-stephens,C.112175,1,152.0833333,-32.7,
novaehollandiae_port-stephens_c.112175_02.jpg,3744,3784,1.010683761,novaehollandiae,port-stephens,C.112175,2,152.0833333,-32.7,
novaehollandiae_port-stephens_c.112175_03.jpg,4565,3674,0.804819277,novaehollandiae,port-stephens,C.112175,3,152.0833333,-32.7,
novaehollandiae_tapin-tops_c.272197_01.jpg,4304,3624,0.842007435,novaehollandiae,tapin-tops,C.272197,1,152.143056,-31.666944,
novaehollandiae_tapin-tops_c.272197_02.jpg,4704,3664,0.778911565,novaehollandiae,tapin-tops,C.272197,2,152.143056,-31.666944,
novaehollandiae_tapin-tops_c.593269_01.jpg,4176,3744,0.896551724,novaehollandiae,tapin-tops,C.593269,1,152.1430556,-31.66694444,
novaehollandiae_taree_c.033226_01.jpg,4301,3333,0.774936061,novaehollandiae,taree,C.033226,1,152.3666667,-31.86666667,
novaehollandiae_taree_c.035833_01.jpg,4504,3336,0.740674956,novaehollandiae,taree,C.035833,1,152.335,-31.92,
novaehollandiae_taree_c.040684_01.jpg,4224,3663,0.8671875,novaehollandiae,taree,C.040684,1,152.2383333,-31.59805556,
novaehollandiae_taree_c.075171_01.jpg,3883,3344,0.861189802,novaehollandiae,taree,C.075171,1,152.3808333,-31.87083333,
novaehollandiae_taree_c.091795_01.jpg,4272,3584,0.838951311,novaehollandiae,taree,C.091795,1,152.3666667,-31.86666667,
novaehollandiae_taree_c.109931_01.jpg,4323,3080,0.712468193,novaehollandiae,taree,C.109931,1,152.2383333,-31.59805556,
novaehollandiae_taree_c.153261_01.jpg,4392,3584,0.816029144,novaehollandiae,taree,C.153261,1,152.526667,-31.778333,
novaehollandiae_taree_c.174783_01.jpg,4456,3568,0.800718133,novaehollandiae,taree,C.174783,1,151.7833333,-31.625,
novaehollandiae_taree_c.272202_01.jpg,3559,3586,1.007586401,novaehollandiae,taree,C.272202,1,152.380833,-31.870833,
novaehollandiae_upper-bellinger_c.033228_01.jpg,4807,4037,0.839816934,novaehollandiae,upper-bellinger,C.033228,1,152.380833,-30.45833333,
novaehollandiae_upper-bellinger_c.033228_02.jpg,5760,4656,0.808333333,novaehollandiae,upper-bellinger,C.033228,2,152.380833,-30.45833333,
novaehollandiae_wallignat_c.158005_01.jpg,4392,3232,0.735883424,novaehollandiae,wallignat,C.158005,1,152.4416667,-32.31138889,
novaehollandiae_wallis_c.112169_01.jpg,4620,3619,0.783333333,novaehollandiae,wallis,C.112169,1,152.4833333,-32.23333333,
novaehollandiae_wallis_c.112169_02.jpg,4059,3355,0.826558266,novaehollandiae,wallis,C.112169,2,152.4833333,-32.23333333,
novaehollandiae_wallis_c.112169_03.jpg,4565,3344,0.73253012,novaehollandiae,wallis,C.112169,3,152.4833333,-32.23333333,
novaehollandiae_wallis_c.112199_01.jpg,4565,3509,0.768674699,novaehollandiae,wallis,C.112199,1,152.5480556,-32.335,
novaehollandiae_wallis_c.112199_02.jpg,4216,3920,0.929791271,novaehollandiae,wallis,C.112199,2,152.5480556,-32.335,
novaehollandiae_wauchop_c.105163_01.jpg,3664,3218,0.878275109,novaehollandiae,wauchop,C.105163,1,152.3897222,-31.19666667,
novaehollandiae_wauchope_c.107272_01.jpg,3432,3416,0.995337995,novaehollandiae,wauchope,C.107272,1,152.2766667,-31.13472222,
novaehollandiae_wauchope_c.158019_01.jpg,4008,3224,0.804391218,novaehollandiae,wauchope,C.158019,1,152.4772222,-31.20972222,
novaehollandiae_wauchope_c.158019_02.jpg,3696,3344,0.904761905,novaehollandiae,wauchope,C.158019,2,152.4772222,-31.20972222,
novaehollandiae_wauchope_c.158019_03.jpg,3168,3256,1.027777778,novaehollandiae,wauchope,C.158019,3,152.4772222,-31.20972222,
novaehollandiae_whoota_c.452998_01.jpg,4312,3135,0.727040816,novaehollandiae,whoota,C.452998,1,152.4666667,-32.3,
novaehollandiae_woolgoolga_c.158026_01.jpg,4712,3576,0.758913413,novaehollandiae,woolgoolga,C.158026,1,153.1416667,-30.12138889,
novaehollandiae_yarriabini_c.272195_01.jpg,4307,3394,0.788019503,novaehollandiae,yarriabini,C.272195,1,152.948056,-30.786944,
richmondiana_C.348955_Terania_01.jpg,5841,3894,0.666666667,richmondiana,Terania,C.348955,1,153.3166667,-28.56666667,name
richmondiana_Canondale_QM62693_01.jpg,6754,3971,0.587947883,richmondiana,Canondale,MO62693,1,152.633333,-26.733333,
richmondiana_Lamington_QM19051_01.jpg,6192,3752,0.605943152,richmondiana,Lamington,MO19051,1,153.2,28.216667,
richmondiana_Lamington_QM19051_02.jpg,5296,4016,0.758308157,richmondiana,Lamington,MO19051,2,153.2,28.216667,
richmondiana_Lamington_QM19051_03.jpg,5800,3968,0.684137931,richmondiana,Lamington,MO19051,3,153.2,28.216667,
richmondiana_Lamington_QM19051_04.jpg,5456,3864,0.708211144,richmondiana,Lamington,MO19051,4,153.2,28.216667,
richmondiana_Lamington_QM55411_01.jpg,5288,3984,0.753403933,richmondiana,Lamington,MO55411,1,153.216667,-28.25,
richmondiana_Lamington_QM55413_01.jpg,5467,4147,0.758551308,richmondiana,Lamington,MO55413,1,153.2,-28.216667,
richmondiana_Lamington_QM55448_01.jpg,5504,4176,0.75872093,richmondiana,Lamington,MO55448,1,153.183333,-28.216667,
richmondiana_Lewer-Ballanjoi_QM25801_01.jpg,5940,4279,0.72037037,richmondiana,Lewer-Ballanjoi,MO25801,1,153.216667,-28.233333,
richmondiana_Mt-Glorius_QM4235_01.jpg,6680,4240,0.634730539,richmondiana,Mt-Glorius,MO4235,1,152.7674619,-27.3318739,
richmondiana_Mt-Warning_QM10496_01.jpg,5856,3840,0.655737705,richmondiana,Mt-Warning,MO10496,1,153.266667,-28.4,
richmondiana_booyong_c.112134_01.jpg,6064,3896,0.642480211,richmondiana,booyong,C.112134,1,153.4480556,-28.74805556,
richmondiana_booyong_c.112134_02.jpg,6496,4256,0.655172414,richmondiana,booyong,C.112134,2,153.4480556,-28.74805556,
richmondiana_byron-bay_c.112131_01.jpg,5874,4191,0.713483146,richmondiana,byron-bay,C.112131,1,153.6,-28.71666667,
richmondiana_curumbin-valley_c.158029_01.jpg,5568,3800,0.682471264,richmondiana,Crumbin-valley,C.158029,1,NA,NA,
richmondiana_darlington_c.112136_01.jpg,5885,5170,0.878504673,richmondiana,darlington,C.112136,1,153.15,-28.025,
richmondiana_lamington_c.112133_01.jpg,6320,4528,0.716455696,richmondiana,lamington,C.112133,1,153.1888889,-28.19611111,
richmondiana_lamington_c.112133_02.jpg,5864,4224,0.720327422,richmondiana,lamington,C.112133,2,153.1888889,-28.19611111,
richmondiana_lismore_c.012184_01.jpg,6112,4320,0.706806283,richmondiana,lismore,C.012184,1,153.3147222,-28.68805556,
richmondiana_lismore_c.103696_01.jpg,5775,3839,0.664761905,richmondiana,lismore,C.103696,1,153.3166667,-28.58333333,
richmondiana_lismore_c.105562_01.jpg,6256,4496,0.718670077,richmondiana,lismore,C.105562,1,153.4,-28.81666667,
richmondiana_lismore_c.105562_02.jpg,6448,5056,0.784119107,richmondiana,lismore,C.105562,2,153.4,-28.81666667,
richmondiana_lismore_c.112143_01.jpg,6096,4928,0.80839895,richmondiana,lismore,C.112143,1,153.4655556,-28.72833333,
richmondiana_lismore_c.128856_01.jpg,5600,4240,0.757142857,richmondiana,lismore,C.128856,1,153.3363889,-28.6375,
richmondiana_mt-glorious_c.107145_01.jpg,6384,3536,0.553884712,richmondiana,mt-glorious,C.107145,1,152.7666667,-27.33333333,
richmondiana_mt-glorius_c.474709_01.jpg,6105,3762,0.616216216,richmondiana,mt-glorius,C.474709,1,152.7675,-27.33472222,
richmondiana_mt-tamborine_c.092297_01.jpg,6248,3985,0.637804097,richmondiana,mt-tamborine,C.092297,1,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.112124_01.jpg,5896,4136,0.701492537,richmondiana,mt-tamborine,C.112124,1,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.112124_02.jpg,6648,3816,0.57400722,richmondiana,mt-tamborine,C.112124,2,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.112137_01.jpg,5688,3952,0.694796062,richmondiana,mt-tamborine,C.112137,1,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.112137_02.jpg,6000,4376,0.729333333,richmondiana,mt-tamborine,C.112137,2,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.112142_01.jpg,5904,4056,0.68699187,richmondiana,mt-tamborine,C.112142,1,153.1666667,-27.91666667,
richmondiana_mt-tamborine_c.158025_01.jpg,6240,4920,0.788461538,richmondiana,mt-tamborine,C.158025,1,NA,NA,
richmondiana_mt-tamborine_c.158025_02.jpg,6171,5016,0.812834225,richmondiana,mt-tamborine,C.158025,2,NA,NA,
richmondiana_mt-warning_c.112146_01.jpg,6352,4632,0.729219144,richmondiana,mt-warning,C.112146,1,153.2697222,-28.4,
richmondiana_mullumbimby_c.060028_01.jpg,6040,3784,0.626490066,richmondiana,mullumbimby,C.060028,1,153.35,-28.55,
richmondiana_mullumbimby_c.060028_02.jpg,8192,5464,0.666992188,richmondiana,mullumbimby,C.060028,2,153.35,-28.55,
richmondiana_mullumbimby_c.135521_01.jpg,6028,4048,0.671532847,richmondiana,mullumbimby,C.135521,1,153.3916667,-28.53333333,
richmondiana_na_NHM1983079_syntype.jpg,5600,4000,0.714285714,richmondiana,na,NHM1983079,syntype,NA,NA,
richmondiana_na_c.112126_01.jpg,6402,4004,0.625429553,richmondiana,na,C.112126,1,NA,NA,
richmondiana_na_c.114512_01.jpg,5973,4972,0.832412523,richmondiana,na,C.114512,1,NA,NA,
richmondiana_port-denison_c.71753_01.jpg,6622,4257,0.642857143,richmondiana,port-denison,C.71753,1,NA,NA,
richmondiana_richmond-river_c.112125_01.jpg,5588,4301,0.769685039,richmondiana,richmond-river,C.112125,1,NA,NA,
richmondiana_richmond-river_c.112125_02.jpg,6193,3949,0.637655417,richmondiana,richmond-river,C.112125,2,NA,NA,
richmondiana_richmond-river_c.112128_01.jpg,6256,4592,0.734015345,richmondiana,richmond-river,C.112128,1,NA,NA,
richmondiana_richmond-river_c.112132_01.jpg,6116,4103,0.670863309,richmondiana,richmond-river,C.112132,1,NA,NA,
richmondiana_richmond-river_c.112138_01.jpg,5610,4367,0.778431373,richmondiana,richmond-river,C.112138,1,NA,NA,
richmondiana_richmond-river_c.114511_01.jpg,5648,4280,0.757790368,richmondiana,richmond-river,C.114511,1,NA,NA,
richmondiana_richmond-river_c.114511_02.jpg,6544,3744,0.572127139,richmondiana,richmond-river,C.114511,2,NA,NA,
richmondiana_richmond-river_c.118330_01.jpg,6171,4422,0.71657754,richmondiana,richmond-river,C.118330,1,NA,NA,
richmondiana_richmond-river_c.118330_02.jpg,7172,4015,0.559815951,richmondiana,richmond-river,C.118330,2,NA,NA,
richmondiana_richmond-river_c.118330_03.jpg,6256,4496,0.718670077,richmondiana,richmond-river,C.118330,3,NA,NA,
richmondiana_richmond-river_c.158028_01.jpg,6560,4480,0.682926829,richmondiana,richmond-river,C.158028,1,NA,NA,
richmondiana_richmond-river_c.33223_01.jpg,6448,4096,0.635235732,richmondiana,richmond-river,C.33223,1,153.4,-28.533333,
richmondiana_richmond-river_c.33223_02.jpg,6912,4000,0.578703704,richmondiana,richmond-river,C.33223,2,153.4,-28.533333,
richmondiana_richmond-river_c.33224_01.jpg,5764,3938,0.683206107,richmondiana,richmond-river,C.33224,1,NA,NA,
richmondiana_richmond-river_c.33224_02.jpg,6523,4422,0.677908938,richmondiana,richmond-river,C.33224,2,NA,NA,
richmondiana_richmond-river_c.474704_01.jpg,5830,4004,0.686792453,richmondiana,richmond-river,C.474704,1,153.35,-29.06666667,
richmondiana_tweed_c.158027_01.jpg,6611,3817,0.577371048,richmondiana,tweed,C.158027,1,153.4966667,-28.27305556,
richmondiana_wollongbar_c.112135_01.jpg,6664,3896,0.584633854,richmondiana,wollongbar,C.112135,1,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_02.jpg,5912,4824,0.815967524,richmondiana,wollongbar,C.112135,2,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_03.jpg,5496,4416,0.80349345,richmondiana,wollongbar,C.112135,3,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_04.jpg,5616,4584,0.816239316,richmondiana,wollongbar,C.112135,4,153.4,-28.81666667,based on C.105562
sp_Coolah-Tops_C.271927_01.jpg,3728,3288,0.881974249,sp2,Coolah-Tops,C.271927,1,150.2052778,-31.82166667,
sp_Coolah-Tops_C.271927_01.jpg,3728,3288,0.881974249,sp2,Coolah-Tops,C.271927,1,150.2052778,-31.82166667,
sp_Coolah-Tops_C.271928_01.jpg,3350,2650,0.791044776,sp2,Coolah-Tops,C.271928,1,150.2022222,-31.82305556,
sp_Coolah-Tops_C.271928_01.jpg,3350,2650,0.791044776,sp2,Coolah-Tops,C.271928,1,150.2022222,-31.82305556,
sp_Gibraltar_QM17029_01.jpg,5412,3927,0.725609756,novaehollandiae,Gibraltar,MO17029,1,152.283333,-29.55,
sp_Gibraltar_QM17029_02.jpg,5792,4000,0.690607735,novaehollandiae,Gibraltar,MO17029,2,152.283333,-29.55,
sp_Gibraltar_QM17029_04.jpg,5742,3949,0.687739464,novaehollandiae,Gibraltar,MO17029,4,152.283333,-29.55,
sp_Gibraltar_QM17029_05.jpg,5357,3861,0.72073922,novaehollandiae,Gibraltar,MO17029,5,152.283333,-29.55,
sp_Main-Range_C.582443_01.jpg,3249,1989,0.612188366,novaehollandiae,Main-Range,C.582443,1,152.338889,-28.340833,
sp_Mt-Kaputar_C.478667_02.jpg,2249,1679,0.746554024,sp1,Mt-Kaputar,C.478667,2,150.1708333,-30.29305556,
sp_Mt-Kaputar_C.478667_02.jpg,2249,1679,0.746554024,sp1,Mt-Kaputar,C.478667,2,150.1708333,-30.29305556,
sp_Mt-Kaputar_QM32876_01.jpg,2821,2310,0.818858561,sp1,Mt-Kaputar,MO32876,1,150.15,-30.3,
sp_Wilson-River_QM36956_01.jpg,3427,2173,0.634082288,novaehollandiae,Wilson-River,MO36956,1,152.477778,-31.209722,
sp_Wilson-River_QM36956_02.jpg,4642,3498,0.753554502,novaehollandiae,Wilson-River,MO36956,2,152.477778,-31.209722,
