Species,CodeNumber,Longtitude_convert,Latitude_convert,Museum,Museum
richmondiana,MO19051,153.2,-28.216667,QM,
novaehollandiae,DM13714100,QM,
richmondiana,MO25980,153.2,-27.933333,QM,
richmondiana,MO4547,152.766667,-27.333333,QM,
richmondiana,MO51154,153.183333,-28.2,QM,
darlingtoni,MO51155,153.183333,-28.2,QM,
novaehollandiae,MO10790,152.75,-30.4,QM,
mitchellae,MO5786,153.55,-28.166667,QM,
novaehollandiae,MO33079,152.8,-30.383333,QM,
novaehollandiae,MO49228,151.915,-31.335,QM,
mitchellae,MO66951,153.610278,-28.667222,QM,
novaehollandiae,MO32187,152.365,-30.956389,QM,
novaehollandiae,MO19139,152.948611,-30.7875,QM,
mitchellae,MO71486,153.53,-28.526944,QM,
novaehollandiae,MO75372,152.4341376,-28.1318744,QM,
mitchellae,MO64679,153.313056,-28.561111,QM,
novaehollandiae,MO32917,152.383333,-30.5,QM,
novaehollandiae,MO55899,152.928333,-31.465,QM,
novaehollandiae,MO49304,152.323333,-30.986667,QM,
mitchellae,MO63720,153.5,-28.266667,QM,
richmondiana,MO20011,153.266667,-28.4,QM,
richmondiana,MO37640,153.166667,-27.916667,QM,
mitchellae,MO6898,153.5,-28.266667,QM,
darlingtoni,MO19961,153.083333,-28.383333,QM,
novaehollandiae,MO49370,152.444444,-30.786111,QM,
mitchellae,MO66849,153.608611,-28.668611,QM,
richmondiana,MO47728,152.750278,-27.296111,QM,
richmondiana,MO3971,153.166667,-27.916667,QM,
darlingtoni,MO51163,153.216667,-28.25,QM,
richmondiana,MO31647,153.166667,-27.916667,QM,
richmondiana,MO28023,153.2,-27.933333,QM,
richmondiana,MO79735,153.120833,-28.187778,QM,
novaehollandiae,MO66656,152.333333,-28.233333,QM,
richmondiana,MO62737,152.666667,-27.333333,QM,
richmondiana,MO57315,153.216667,-28.25,QM,
richmondiana,MO5760,153.166667,-27.916667,QM,
novaehollandiae,MO75305,152.4341378,-28.1485414,QM,
novaehollandiae,MO33057,152.733333,-30.366667,QM,
novaehollandiae,MO60136,152.252778,-31.076667,QM,
novaehollandiae,MO31864,151.683333,-32.066667,QM,
richmondiana,MO4129,152.766667,-27.333333,QM,
richmondiana,MO5753,153.283333,-28.2,QM,
novaehollandiae,MO17285,152.65,-30.216667,QM,
darlingtoni,MO17129,153.083333,-28.383333,QM,
novaehollandiae,MO59941,152.656944,-31.577778,QM,
richmondiana,MO51175,153.216667,-28.233333,QM,
mitchellae,MO5783,153.05,-28.866667,QM,
richmondiana,MO1740,153.133333,-28.233333,QM,
novaehollandiae,MO36818,152.143056,-31.284722,QM,
novaehollandiae,MO63983,153.094444,-30.243611,QM,
novaehollandiae,MO38600,152.294722,-30.916667,QM,
novaehollandiae,MO55943,152.697222,-31.154167,QM,
richmondiana,MO33200,153.366667,-28.616667,QM,
novaehollandiae,MO56088,152.591667,-30.598611,QM,
mitchellae,MO66575,153.613889,-28.658333,QM,
richmondiana,MO26652,153.166667,-27.916667,QM,
mitchellae,MO63808,153.581111,-28.788889,QM,
novaehollandiae,MO31455,152.378333,-31.873333,QM,
darlingtoni,MO57318,153.216667,-28.216667,QM,
richmondiana,MO5756,153.2,-28.2,QM,
novaehollandiae,MO5796,153,-30.633333,QM,
richmondiana,MO15987,152.766667,-27.333333,QM,
richmondiana,MO3944,152.766667,-27.333333,QM,
mitchellae,MO78982,153.6125,-28.663889,QM,
richmondiana,MO67750,153.318611,-28.221667,QM,
richmondiana,MO79579,153.140833,-28.211944,QM,
mitchellae,MO66847,153.610278,-28.667222,QM,
novaehollandiae,MO49279,152.333333,-30.983333,QM,
novaehollandiae,MO37332,152.536667,-30.540278,QM,
mitchellae,MO66844,153.609167,-28.667222,QM,
mitchellae,MO72151,153.5702325,-28.2593687,QM,
mitchellae,MO72992,153.3880145,-28.4557583,QM,
novaehollandiae,MO29744,152.716667,-31.7,QM,
richmondiana,MO6435,152.6507931,-26.7152094,QM,
mitchellae,MO66953,153.610278,-28.667222,QM,
novaehollandiae,MO75283,152.4674718,-28.2318741,QM,
richmondiana,MO62231,153.166667,-27.916667,QM,
richmondiana,MO5059,152.766667,-27.333333,QM,
richmondiana,MO1219,153.166667,-27.916667,QM,
novaehollandiae,MO59986,152.688889,-31.095833,QM,
richmondiana,MO51657,153.2,-28.216667,QM,
mitchellae,MO66954,153.609167,-28.6675,QM,
novaehollandiae,MO73780,152.566667,-32.216667,QM,
mitchellae,MO69565,153.616667,-28.666667,QM,
novaehollandiae,MO37310,152.948611,-30.7875,QM,
novaehollandiae,MO37133,152.688889,-31.095833,QM,
novaehollandiae,MO33097,153.116667,-30.25,QM,
richmondiana,MO62690,153.2,-28.216667,QM,
richmondiana,MO66033,152.752778,-27.298611,QM,
richmondiana,MO4235,152.7674619,-27.3318739,QM,
novaehollandiae,MO62698,153.116667,-30.25,QM,
richmondiana,MO5757,153.166667,-27.916667,QM,
mitchellae,MO66848,153.610278,-28.667222,QM,
mitchellae,MO68438,153.581111,-28.788889,QM,
richmondiana,MO87500,152.75,-27.3,QM,
richmondiana,MO61372,153.183333,-28.2,QM,
richmondiana,MO23332,153.216667,-27.933333,QM,
mitchellae,MO66011,153.608333,-28.65,QM,
richmondiana,MO16560,153.216667,-28.233333,QM,
novaehollandiae,MO32333,152.45,-28.225,QM,
novaehollandiae,MO64445,153.094444,-30.243611,QM,
richmondiana,MO5932,153.283333,-28.2,QM,
mitchellae,MO66843,153.610278,-28.667222,QM,
novaehollandiae,MO64579,151.812778,-32.292222,QM,
novaehollandiae,MO31867,151.683333,-32.116667,QM,
novaehollandiae,MO31445,152.416667,-31.633333,QM,
darlingtoni,MO10441,153.133333,-28.233333,QM,
novaehollandiae,MO59779,152.688889,-31.095833,QM,
richmondiana,MO62692,153.216667,-28.233333,QM,
novaehollandiae,MO70094,152.140556,-29.2625,QM,
novaehollandiae,MO33084,152.733333,-30.4,QM,
richmondiana,MO5759,153.166667,-27.916667,QM,
richmondiana,MO51011,153.168056,-27.934167,QM,
richmondiana,MO10509,153.283333,-28.4,QM,
richmondiana,MO5933,153.283333,-28.2,QM,
novaehollandiae,MO42169,153.094167,-30.238056,QM,
richmondiana,MO55448,153.183333,-28.216667,QM,
richmondiana,MO20860,153.183333,-27.916667,QM,
richmondiana,MO66119,152.752778,-27.298611,QM,
mitchellae,MO66956,153.610833,-28.666111,QM,
richmondiana,MO26152,153.166667,-27.916667,QM,
novaehollandiae,MO5795,152.733333,-30.416667,QM,
richmondiana,MO62693,152.633333,-26.733333,QM,
richmondiana,MO5758,153.05,-28.866667,QM,
novaehollandiae,MO32197,152.352222,-30.985,QM,
richmondiana,MO25801,153.216667,-28.233333,QM,
mitchellae,MO66948,153.609167,-28.651667,QM,
novaehollandiae,MO49407,152.455,-31.961667,QM,
richmondiana,MO16535,153.1674609,-28.1568708,QM,
mitchellae,MO66835,153.589167,-28.705278,QM,
novaehollandiae,MO56374,151.183333,-32.125,QM,
novaehollandiae,MO62232,152.383333,-30.5,QM,
novaehollandiae,MO49483,151.606667,-31.895,QM,
richmondiana,MO55275,153.216667,-28.233333,QM,
novaehollandiae,MO44823,152.378333,-31.873333,QM,
mitchellae,MO66842,153.610833,-28.666111,QM,
novaehollandiae,MO55921,152.256944,-31.380556,QM,
novaehollandiae,MO47510,151.431944,-32.1125,QM,
mitchellae,MO87685,153.569444,-28.260833,QM,
richmondiana,MO13393,152.7,-26.866667,QM,
mitchellae,MO66942,153.610278,-28.667222,QM,
richmondiana,MO5931,153.233333,-28.216667,QM,
mitchellae,MO66946,153.610833,-28.666111,QM,
mitchellae,MO87013,153.569444,-28.260833,QM,
darlingtoni,MO59910,153.066667,-28.383333,QM,
novaehollandiae,MO55949,152.572222,-31.076389,QM,
novaehollandiae,C.584422,151.4672,-32.1247,AM,
novaehollandiae,C.584423,151.4672,-32.1247,AM,
novaehollandiae,C.584421,151.6833,-32.0618,AM,
novaehollandiae,C.582443,152.3722222,-28.34083333,AM
