Image,Width(pixels),Height(pixels),Width,Height,Height_Width_Ratio,name,locality,number,specimens_number,Longtitude_convert,Latitude_convert,notes
richmondiana_mt-warning_c.112146_01.jpg,6352,4632,6.352,4.632,0.729219144,richmondiana,mt-warning,C.112146,1,153.2697222,-28.4,
richmondiana_mullumbimby_c.060028_01.jpg,6040,3784,6.04,3.784,0.626490066,richmondiana,mullumbimby,C.060028,1,153.35,-28.55,
richmondiana_mullumbimby_c.060028_02.jpg,8192,5464,8.192,5.464,0.666992188,richmondiana,mullumbimby,C.060028,2,153.35,-28.55,
richmondiana_mullumbimby_c.135521_01.jpg,6028,4048,6.028,4.048,0.671532847,richmondiana,mullumbimby,C.135521,1,153.3916667,-28.53333333,
richmondiana_na_NHM1983079_syntype.jpg,5600,4000,5.6,4,0.714285714,richmondiana,na,NHM1983079,syntype,NA,NA,
richmondiana_na_c.112126_01.jpg,6402,4004,6.402,4.004,0.625429553,richmondiana,na,C.112126,1,NA,NA,
richmondiana_na_c.114512_01.jpg,5973,4972,5.973,4.972,0.832412523,richmondiana,na,C.114512,1,NA,NA,
richmondiana_port-denison_c.71753_01.jpg,6622,4257,6.622,4.257,0.642857143,richmondiana,port-denison,C.71753,1,NA,NA,
richmondiana_richmond-river_c.112125_01.jpg,5588,4301,5.588,4.301,0.769685039,richmondiana,richmond-river,C.112125,1,NA,NA,
richmondiana_richmond-river_c.112125_02.jpg,6193,3949,6.193,3.949,0.637655417,richmondiana,richmond-river,C.112125,2,NA,NA,
richmondiana_richmond-river_c.112128_01.jpg,6256,4592,6.256,4.592,0.734015345,richmondiana,richmond-river,C.112128,1,NA,NA,
richmondiana_richmond-river_c.112132_01.jpg,6116,4103,6.116,4.103,0.670863309,richmondiana,richmond-river,C.112132,1,NA,NA,
richmondiana_richmond-river_c.112138_01.jpg,5610,4367,5.61,4.367,0.778431373,richmondiana,richmond-river,C.112138,1,NA,NA,
richmondiana_richmond-river_c.114511_01.jpg,5648,4280,5.648,4.28,0.757790368,richmondiana,richmond-river,C.114511,1,NA,NA,
richmondiana_richmond-river_c.114511_02.jpg,6544,3744,6.544,3.744,0.572127139,richmondiana,richmond-river,C.114511,2,NA,NA,
richmondiana_richmond-river_c.118330_01.jpg,6171,4422,6.171,4.422,0.71657754,richmondiana,richmond-river,C.118330,1,NA,NA,
richmondiana_richmond-river_c.118330_02.jpg,7172,4015,7.172,4.015,0.559815951,richmondiana,richmond-river,C.118330,2,NA,NA,
richmondiana_richmond-river_c.118330_03.jpg,6256,4496,6.256,4.496,0.718670077,richmondiana,richmond-river,C.118330,3,NA,NA,
richmondiana_richmond-river_c.158028_01.jpg,6560,4480,6.56,4.48,0.682926829,richmondiana,richmond-river,C.158028,1,NA,NA,
richmondiana_richmond-river_c.33223_01.jpg,6448,4096,6.448,4.096,0.635235732,richmondiana,richmond-river,C.33223,1,153.4,-28.533333,
richmondiana_richmond-river_c.33223_02.jpg,6912,4000,6.912,4,0.578703704,richmondiana,richmond-river,C.33223,2,153.4,-28.533333,
richmondiana_richmond-river_c.33224_01.jpg,5764,3938,5.764,3.938,0.683206107,richmondiana,richmond-river,C.33224,1,NA,NA,
richmondiana_richmond-river_c.33224_02.jpg,6523,4422,6.523,4.422,0.677908938,richmondiana,richmond-river,C.33224,2,NA,NA,
richmondiana_richmond-river_c.474704_01.jpg,5830,4004,5.83,4.004,0.686792453,richmondiana,richmond-river,C.474704,1,153.35,-29.06666667,
richmondiana_tweed_c.158027_01.jpg,6611,3817,6.611,3.817,0.577371048,richmondiana,tweed,C.158027,1,153.4966667,-28.27305556,
richmondiana_wollongbar_c.112135_01.jpg,6664,3896,6.664,3.896,0.584633854,richmondiana,wollongbar,C.112135,1,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_02.jpg,5912,4824,5.912,4.824,0.815967524,richmondiana,wollongbar,C.112135,2,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_03.jpg,5496,4416,5.496,4.416,0.80349345,richmondiana,wollongbar,C.112135,3,153.4,-28.81666667,based on C.105562
richmondiana_wollongbar_c.112135_04.jpg,5616,4584,5.616,4.584,0.816239316,richmondiana,wollongbar,C.112135,4,153.4,-28.81666667,based on C.105562
sp_Coolah-Tops_C.271927_01.jpg,3728,3288,3.728,3.288,0.881974249,sp2,Coolah-Tops,C.271927,1,150.2052778,-31.82166667,
sp_Coolah-Tops_C.271927_01.jpg,3728,3288,3.728,3.288,0.881974249,sp2,Coolah-Tops,C.271927,1,150.2052778,-31.82166667,
sp_Coolah-Tops_C.271928_01.jpg,3350,2650,3.35,2.65,0.791044776,sp2,Coolah-Tops,C.271928,1,150.2022222,-31.82305556,
sp_Coolah-Tops_C.271928_01.jpg,3350,2650,3.35,2.65,0.791044776,sp2,Coolah-Tops,C.271928,1,150.2022222,-31.82305556,
novaehollandiae_Gibraltar_QM17029_01.jpg,5412,3927,5.412,3.927,0.725609756,novaehollandiae,Gibraltar,MO17029,1,152.283333,-29.55,
novaehollandiae_Gibraltar_QM17029_02.jpg,5792,4000,5.792,4,0.690607735,novaehollandiae,Gibraltar,MO17029,2,152.283333,-29.55,
novaehollandiae_Gibraltar_QM17029_04.jpg,5742,3949,5.742,3.949,0.687739464,novaehollandiae,Gibraltar,MO17029,4,152.283333,-29.55,
novaehollandiae_Gibraltar_QM17029_05.jpg,5357,3861,5.357,3.861,0.72073922,novaehollandiae,Gibraltar,MO17029,5,152.283333,-29.55,
novaehollandiae_Main-Range_C.582443_01.jpg,3249,1989,3.249,1.989,0.612188366,novaehollandiae,Main-Range,C.582443,1,152.338889,-28.340833,
sp_Mt-Kaputar_C.478667_02.jpg,2249,1679,2.249,1.679,0.746554024,sp1,Mt-Kaputar,C.478667,2,150.1708333,-30.29305556,
sp_Mt-Kaputar_C.478667_02.jpg,2249,1679,2.249,1.679,0.746554024,sp1,Mt-Kaputar,C.478667,2,150.1708333,-30.29305556,
sp_Mt-Kaputar_QM32876_01.jpg,2821,2310,2.821,2.31,0.818858561,sp1,Mt-Kaputar,MO32876,1,150.15,-30.3,
novaehollandiae_Wilson-River_QM36956_01.jpg,3427,2173,3.427,2.173,0.634082288,novaehollandiae,Wilson-River,MO36956,1,152.477778,-31.209722,
novaehollandiae_Wilson-River_QM36956_02.jpg,4642,3498,4.642,3.498,0.753554502,novaehollandiae,Wilson-River,MO36956,2,152.477778,-31.209722,
