Distance_(cm),cm
0.0,0.12209526
0.02676569898989899,0.12209526
0.05353139797979798,0.12209526
0.08029709696969697,0.12382514538720538
0.10706279595959596,0.13217075690357022
0.13382849494949495,0.13882060010131342
0.16059419393939395,0.14362346324260572
0.18735989292929292,0.14492154580883915
0.21412559191919192,0.15220369178370532
0.24089129090909092,0.15622207986390854
0.2676569898989899,0.15973298
0.2944226888888889,0.16595265011678345
0.3211883878787879,0.16918312477386477
0.3479540868686869,0.17296975668057823
0.37471978585858584,0.17450024210730056
0.40148548484848484,0.1792577487378287
0.42825118383838384,0.1830622244863045
0.45501688282828284,0.18314416
0.48178258181818184,0.18811232303030306
0.5085482808080808,0.19080561731185733
0.5353139797979798,0.19745452
0.5620796787878788,0.1976505481809082
0.5888453777777778,0.20239426742075406
0.6156110767676768,0.20388325999999998
0.6423767757575758,0.20456770865178736
0.6691424747474748,0.20458684000000002
0.6959081737373738,0.20458684000000002
0.7226738727272727,0.20458684000000002
0.7494395717171717,0.2056751822972237
0.7762052707070707,0.20667726
0.8029709696969697,0.21100822593721652
0.8297366686868687,0.2121535
0.8565023676767677,0.21256544604306538
0.8832680666666667,0.21624882666666667
0.9100337656565657,0.21682964
0.9367994646464647,0.22076156000000002
0.9635651636363637,0.22666969846573848
0.9903308626262627,0.23029418
1.0170965616161616,0.23698849850759848
1.0438622606060606,0.24064468000000003
1.0706279595959596,0.2464647193666394
1.0973936585858586,0.25170638
1.1241593575757576,0.25170638
1.1509250565656566,0.25170638
1.1776907555555556,0.25637168198865534
1.2044564545454546,0.26614558519246523
1.2312221535353536,0.27301444
1.2579878525252526,0.27301444
1.2847535515151516,0.27301444
1.3115192505050506,0.2755206345854946
1.3382849494949496,0.28026868
1.3650506484848486,0.28153048249682455
1.3918163474747476,0.28179776
1.4185820464646466,0.28179776
1.4453477454545454,0.28179776
1.4721134444444444,0.28179776
1.4988791434343434,0.2839236369114569
1.5256448424242424,0.28783788000000005
1.5524105414141414,0.28783788000000005
1.5791762404040404,0.28783788000000005
1.6059419393939394,0.28382722
1.6327076383838384,0.28918817495738164
1.6594733373737374,0.28932886
1.6862390363636364,0.29169682787332785
1.7130047353535354,0.2969870398204265
1.7397704343434344,0.30153182871953066
1.7665361333333334,0.3028823
1.7933018323232324,0.30523942
1.8200675313131314,0.30523942
1.8468332303030304,0.30523942
1.8735989292929294,0.30856793967096113
1.9003646282828284,0.31128462
1.9271303272727274,0.3134494391864592
1.9538960262626264,0.32250665450480787
1.9806617252525254,0.3276036091030425
2.007427424242424,0.33790739735735725
2.034193123232323,0.34283904000000004
2.060958822222222,0.3456202857590924
2.087724521212121,0.3511519847756846
2.11449022020202,0.357158468401735
2.141255919191919,0.36688314921466914
2.168021618181818,0.3760712995413596
2.194787317171717,0.39149860849637524
2.221553016161616,0.40720931895107226
2.248318715151515,0.4182073008455813
2.275084414141414,0.43790893690074395
2.301850113131313,0.4536602103405309
2.328615812121212,0.468637264737465
2.355381511111111,0.4885664431004657
2.38214721010101,0.50511964
2.408912909090909,0.5133820727764128
2.435678608080808,0.5198483545727546
2.462444307070707,0.5270297767707102
2.489210006060606,0.5304793442896027
2.515975705050505,0.550067862382989
2.542741404040404,0.5664269482294416
2.569507103030303,0.5860043335753937
2.596272802020202,0.6139828771334969
2.623038501010101,0.6326174800000001
2.6498042,0.6326174800000001
