id,SV1,SV2,SV3,SV4,SV5,SV6,SV7,SV8,SV9,SV10,SV11,SV12,SV13,SV14,SV15,SV16,SV17,SV18,SV19,SV20,SV21,SV22,SV23,SV24,SV25,SV26,SV27,SV28,SV29,SV30,SV31,SV32,SV33,SV34,SV35,SV36,SV37,SV38,SV39,SV40,SV41,SV42,SV43,SV44,SV45,SV46,SV47,SV48,SV49,SV50,SV51,SV52,SV53,SV54,SV55,SV56,SV57,SV58,SV59,SV60,SV61,SV62,SV63,SV64,SV65,SV66,SV67,SV68,SV69,SV70,SV71,SV72,SV73,SV74,SV75,SV76,SV77,SV78,SV79,SV80,SV81,SV82,SV83,SV84,SV85,SV86,SV87,SV88,SV89,SV90,SV91,SV92,SV93,SV94,SV95,SV96
darlingtoni_kyogle_c.111794_01,-4.56645316667733E-002,-2.43781589568778E-002,1.06318791006118E-002,1.27646136662294E-002,8.59221667305501E-003,-2.39034580762470E-003,5.43352822379475E-003,7.21731551326910E-003,-4.04632191546273E-003,1.46701291540787E-003,4.31639951285408E-003,5.43433240257383E-003,2.32204680338625E-003,-1.75262664697673E-003,1.78602221122386E-003,-6.75532377547290E-004,-2.33938044017144E-004,-2.18120226157940E-003,5.12278673680852E-004,-7.82181130284267E-004,-1.95285693851611E-003,-4.62339283604629E-004,-7.17965840163759E-004,1.08591990676187E-003,-6.00162951259115E-004,-1.25871246754565E-003,9.37540384768343E-004,-1.19345525830864E-005,-3.54091088581135E-004,-1.56643592866641E-004,8.40154415298085E-004,-4.55813539744985E-004,3.36255137947503E-004,-3.87713398744580E-004,4.65267280363109E-004,4.82034802365213E-004,-7.05168405845968E-004,-6.49738238532270E-004,7.60341525730663E-005,-2.37744683292754E-004,-3.90749230926792E-004,2.96018699925033E-004,2.80236006722169E-004,-3.08674544423428E-004,-3.52911766005007E-004,6.33909343043168E-005,2.22962329355331E-004,-1.73255040852361E-004,-5.39495920313848E-004,8.26254886972952E-005,-1.03102485570591E-004,-5.23266251738943E-005,-2.87401075141605E-005,4.94319923649753E-005,6.20447723403108E-005,2.84246089495692E-005,2.28961565359001E-004,1.33307493286307E-004,5.49364542443132E-006,-9.52797428175658E-005,2.44617868267607E-004,-3.70837068025170E-005,-2.35852885911682E-004,5.55146768545106E-005,6.07934453793335E-005,1.82638801245737E-004,2.84180770756159E-005,-1.19368497585398E-004,-1.07004260171640E-004,-1.08245697761637E-004,6.87350455162313E-006,-7.07634467051533E-006,1.36411319903143E-004,-6.30676623152773E-005,-4.23534907400797E-005,3.64002707925995E-005,-1.80409677277795E-005,6.29441365975406E-005,-1.18896439710965E-004,6.28787090041478E-005,1.07539212438660E-004,3.77698200568150E-005,3.41223255734473E-006,1.31639484161535E-006,5.55247412490369E-005,-3.52398005138994E-006,4.28023076784154E-005,1.15745880263596E-006,-2.40179230722196E-005,-1.16704819783686E-005,3.53605556065352E-005,1.18993428922806E-005,5.15242090500170E-006,5.92168196397840E-005,5.03404116501858E-005,-2.55111741247461E-005
darlingtoni_kyogle_c.111794_02,-1.25286797629860E-002,1.11401416394664E-002,1.74717659293497E-002,4.45572391187866E-003,1.09020478812024E-002,-9.29022881894233E-003,7.95801438374110E-004,1.59500883046099E-004,-3.60718734335513E-003,-1.07118709379691E-004,3.11968951672800E-004,-6.75029173860400E-004,-7.27985967180720E-004,-7.48921881955553E-004,1.06314331498009E-003,-1.58959264962425E-003,2.44709808711416E-003,-2.66690080791985E-004,-2.64137737354936E-003,-2.05178491733347E-003,5.08868535292727E-004,-1.75083963905918E-004,-2.40907684255110E-004,-3.86227864013767E-004,2.74702940636555E-004,-5.62408283675177E-004,-4.93607900519566E-004,3.22350982200042E-004,-4.21603574347940E-005,-7.24472062530177E-004,8.97832149123125E-004,-2.35897811264446E-006,-2.79721069234471E-005,-6.38234040981548E-004,-7.52753228498283E-004,1.40236254657179E-004,9.09868792174286E-004,-5.00025027206768E-004,2.18153857773040E-004,1.91381072853611E-004,-2.22361088355023E-004,1.42867656512348E-004,5.86783143462145E-004,-1.69181893855945E-004,-4.91943625636496E-005,5.12708691806552E-004,-2.13632961325071E-005,-4.39288853483982E-004,2.79940723226691E-004,-1.42813383660132E-004,4.02423178186855E-004,-1.39112010478312E-004,-1.35563766910456E-004,-7.17246848804964E-004,2.74259285161394E-004,-3.97400806402243E-005,-1.11359219365481E-005,1.30461639344026E-004,-7.69651720370032E-006,2.42146142545112E-004,-7.54848927402332E-005,-4.20095013824278E-005,8.29744694948165E-005,7.08332747225757E-005,1.40077213385172E-004,2.14166086678743E-004,7.38456347400696E-006,1.65216000854867E-004,3.43081689935594E-005,-1.30101989441755E-004,-2.29637826332699E-006,-3.86539392164995E-005,1.04703800745928E-004,-8.44705887946515E-005,-3.99479316236633E-005,8.61395874839447E-005,7.79276253068905E-005,3.80116406789334E-006,1.06073437917597E-004,-7.18078999424580E-005,6.23902210216139E-005,9.86629783984217E-006,-1.45570818844465E-004,1.27604185692317E-005,5.25635497019354E-005,1.81815590971543E-006,5.02764930488486E-005,4.41130879497604E-006,3.95207248402707E-006,-1.05829075635337E-005,8.01617655887055E-005,-7.62684665612796E-005,3.77625109074736E-005,-5.14595439350047E-005,-7.58143955591288E-006,1.66189225846156E-005
darlingtoni_kyogle_c.272201_01,-1.01533082462341E-002,-6.12270913581388E-003,1.68011374357764E-004,1.83632218368337E-002,1.31333870855194E-002,-4.32700523730096E-003,2.74351318184095E-003,-7.86973162326763E-004,1.15855257497236E-004,3.80559567710339E-005,2.54515978653282E-004,-1.23363694245261E-003,-1.39249294176327E-003,-2.31102055498218E-003,9.20365352104503E-004,1.32256151950885E-003,3.19475569178572E-004,2.59247041532146E-004,-2.58074416019185E-003,5.83937754911139E-005,1.96500480937186E-003,-2.97220750177641E-004,-4.07307972214882E-004,-3.47304714442148E-004,4.41522090757520E-004,-7.35598434421148E-005,-9.25679447080006E-004,-3.40872557153080E-004,-4.47497768954583E-005,-7.22246470063817E-004,4.15832678914008E-004,8.81829479479523E-004,2.49041979426777E-004,2.98823321898267E-004,-5.83447142689645E-004,-7.08626190873559E-004,5.52523618493804E-004,-2.12270191803855E-004,3.93563565916454E-004,-3.40727855159176E-004,4.29158630606306E-004,3.54102456301147E-005,8.01459741396196E-005,6.18349022469149E-004,9.68093391788112E-005,-6.15487727788066E-004,3.20834850741380E-004,1.00348322238137E-004,-2.27804758573918E-004,2.42292346858580E-006,1.14214412263737E-004,-2.10678061563186E-004,-1.47853996448599E-004,7.60319892782893E-005,-1.99142150330661E-004,2.85863821275062E-004,1.75902368723829E-004,1.16351539367681E-005,3.37440107201836E-005,-1.17155821465622E-004,-3.17018571355259E-005,5.62726060991779E-006,-7.76527180695794E-005,1.13536047911361E-005,6.83734765149239E-005,3.47612868910724E-005,-1.19252922410647E-004,8.17181834583062E-005,3.25255044888561E-005,-3.49956852763003E-005,-5.85955339643575E-006,7.39928527146487E-005,6.00705045878996E-005,-6.73667364919587E-005,2.16634923580048E-004,1.36563734725738E-004,1.79518797356392E-004,-9.58282437679168E-005,7.62004755831464E-005,1.14697192988069E-004,-5.72210849927338E-005,6.43209753229961E-006,-4.34860522764535E-005,-4.69561455856788E-005,6.53132498519954E-006,7.85165204847608E-005,-1.27104201157397E-005,-4.62076860623875E-005,2.44462210181321E-005,8.37501195865417E-005,-4.37636401353480E-005,-2.70167272518823E-005,-6.53139207212417E-006,2.01439346316139E-005,1.79516797882235E-005,8.07093116790319E-005
mitchellae^_na_c.474697_01,2.35125517857530E-002,-1.92781551933753E-002,9.26327213878446E-003,2.83693454119543E-003,-1.56852266604023E-002,-7.47051510493332E-004,2.18794206059517E-003,1.85645279014191E-003,-1.13914095005607E-003,9.01697946434214E-004,-2.82956753682953E-003,1.68774458184676E-003,-1.10459002207401E-003,9.14120049915140E-004,-1.72492892918956E-003,1.06219653378613E-003,5.78453526730131E-003,-4.96298460186057E-004,7.80694627889915E-003,3.07564994134604E-003,-2.53918760713238E-003,-1.70550728089659E-003,-5.12698692763633E-004,8.86011843956635E-004,-3.24871831639733E-004,-5.27619126225439E-005,-9.79596144172165E-005,1.56137535067721E-004,-1.92149767860922E-003,2.54367562344355E-005,9.91973536861294E-004,3.99070947498769E-004,1.48731006500973E-003,4.93678666975046E-004,-1.09719694480959E-003,2.23317184015913E-004,-1.17187576266928E-004,-2.39567027681810E-004,4.32643285529000E-004,3.33754766788885E-004,-5.78625146153643E-004,-8.30457186244598E-005,1.40993353980309E-007,1.58638927690860E-004,1.08158347505965E-004,1.50670014294123E-004,-1.59411128753543E-004,2.48370230942875E-004,1.47240143112633E-004,8.52392021535405E-005,7.93516523059499E-005,-2.91932511656013E-004,-1.87858340933382E-004,-3.93972261888495E-004,8.74888442201303E-004,-1.56615172918459E-004,2.62449144681014E-004,-3.80265891123646E-005,-9.22834502279799E-005,4.20253800042187E-005,-1.26896514450722E-004,-1.31624383056404E-005,-2.18080708187023E-006,1.04561606501402E-004,3.96519605603795E-005,-7.88093107589953E-005,-6.58473857296844E-005,2.36338872965746E-004,7.10918887935481E-005,1.20546322923342E-004,8.49215042511963E-005,4.68906529218868E-005,8.78808657608401E-005,-9.18593185449989E-005,-2.58565201904136E-005,1.66145910558797E-005,3.10452776836246E-005,-9.71468236365836E-006,-1.43125849669119E-005,1.16728414667921E-005,-5.08882962601134E-006,-1.88808349740402E-005,-2.28372443235645E-005,3.17845569166059E-005,-2.85022629582370E-006,2.66838160276208E-005,-3.99700167383570E-005,-4.94356549134828E-005,-1.56361095331825E-005,1.76880234258359E-005,4.99169138008514E-005,-1.02375642368246E-005,-3.86007708218425E-005,1.70094472629831E-005,-2.76648794518910E-005,4.00039950660570E-005
mitchellae_bilinudgel_c.584209.001_01,5.37012786840641E-002,1.88408998794294E-003,-1.02415004482404E-002,-3.32244442968654E-003,-4.19141968874258E-003,3.32714192579160E-003,2.51372972168445E-003,1.08213726094631E-003,-1.60190138295684E-003,1.69240696473012E-004,1.28798197561567E-003,8.58318854725454E-005,6.54484219550665E-004,4.86946698452301E-004,1.46326798202698E-003,-7.22437227546561E-004,4.92416218814214E-004,5.38143921305700E-004,4.03288637050872E-005,1.25501870996545E-003,-4.51463597905624E-004,4.53151742783274E-004,-3.09485289436175E-004,-3.04012530727991E-004,-1.19973367815256E-004,8.12713294044902E-004,-3.88920200912588E-004,-1.89449884761252E-004,-3.37729649478260E-004,-1.95404640916349E-004,3.92059518373347E-005,3.37466620532936E-004,-4.34972325849260E-004,1.03395976143555E-003,3.69278108747231E-004,-3.76107819352298E-004,3.17341522826179E-004,-2.50990567990585E-004,1.07315937213212E-004,2.09476033473398E-004,3.75177053946903E-004,-4.33904146230138E-004,-3.37033838088140E-004,2.77758768350684E-004,8.03739678299751E-005,-3.26665427085897E-004,8.13151196222368E-005,-8.47607263191316E-005,8.26971579671923E-005,1.51909837015486E-004,-2.99892170324293E-004,2.15069798691916E-005,1.61649750055251E-006,-1.57220093273427E-004,4.47902215113463E-004,1.45766511815637E-004,2.17496560888143E-004,-3.11538361467073E-004,-1.86705292298667E-005,-2.61605357620452E-004,-1.21553398229172E-004,-3.96600766477062E-004,5.82240446043516E-005,-9.73206695538839E-005,5.72238731140215E-005,2.52265468107968E-005,1.41939642698561E-004,-6.06985154270235E-006,-2.62048252836308E-005,-5.94978516809014E-005,1.20715409081092E-006,-4.81173378563489E-005,-3.43155582703190E-005,9.70677676367410E-005,-7.57207028149978E-005,5.47867579767062E-005,-5.29011729125489E-005,-6.37398957111310E-005,2.97678212984495E-005,-1.82725875307864E-005,1.05429061055354E-004,6.10714480193826E-005,-4.17592516959080E-005,8.40903700330926E-006,9.39454984591201E-005,-6.60176123180459E-005,3.95215317011568E-005,3.37567463874091E-005,1.75800975732731E-005,-4.48778939212781E-005,-4.54809750229248E-006,-2.63998874198831E-005,1.50331212420401E-005,1.49955198342987E-005,5.77104835661552E-006,-5.89289807187036E-006
mitchellae_broken-head_c.114513_01,2.37067853159808E-002,1.19055529086239E-002,-1.01969710767511E-003,6.70815303711411E-003,-2.23204374107093E-003,-3.47900083401103E-003,3.39926283201077E-003,-1.71342631366618E-003,3.48068415603565E-004,5.06691788067954E-005,-1.46649945256568E-003,-3.60427782760624E-003,1.82405295112005E-003,4.76664780121493E-004,-5.00097719770026E-004,-2.43857872795583E-003,1.10627225796673E-003,-3.11019149975951E-005,-1.18534402991045E-003,1.72185384979362E-003,-4.85658811758113E-004,-9.19103210257981E-004,1.29888584564349E-003,2.29575285284941E-004,2.12565395369916E-004,3.99872891241175E-005,1.14077930737348E-003,-6.75839161524977E-004,-7.42327702302280E-005,5.20018842075981E-005,1.93516312059114E-004,-1.11693359689990E-004,-4.84150739996722E-004,-3.34741258057276E-004,-1.64988318098670E-004,-1.05050279140369E-003,8.24733541017774E-004,-1.70282952961259E-005,-9.75961450823559E-004,3.00454030664570E-004,2.07563564066471E-004,-3.52841112568572E-004,-5.72745020304888E-004,1.91551695295855E-004,3.62592817193901E-004,2.33418389715630E-004,-1.26720246026399E-005,-8.91606459134324E-006,-2.98947720427470E-004,1.80182854960771E-004,1.04736926745723E-004,1.01799206741690E-003,5.02194576013761E-005,-1.46572947310026E-005,2.81681107833034E-004,-2.91457713420166E-004,-1.20378574772619E-004,1.01162226456632E-004,3.96052567457159E-004,-1.33121812881040E-004,2.18290129856028E-004,8.13459116521797E-007,3.16286271083078E-004,-2.16276129291402E-005,-1.12422069488558E-005,1.23913418787503E-004,1.43539559643984E-004,-2.39604163860117E-006,6.10593955178273E-005,5.15263306864921E-005,2.42271795054347E-005,-1.47919049687930E-004,1.20289824402420E-004,-1.49430921138075E-005,-5.50039587166203E-005,6.88793915693553E-005,5.40709771486870E-005,9.07758841693730E-005,-2.52595077371510E-005,-2.35526721036993E-005,1.01868648414028E-005,3.83218564458311E-006,1.79217588698939E-004,-2.45252087777745E-005,6.79216851849981E-005,-1.75451831507161E-005,-8.47497339525015E-006,-2.28531999325898E-005,-9.98100088076342E-006,5.33494394727007E-005,-2.51181065997076E-006,-3.83982453338428E-005,-3.01995694486848E-005,4.22286749412083E-005,4.09718706651159E-005,9.55494249901227E-006
mitchellae_broken-head_c.114513_02,5.17971420578341E-002,-1.20895127013576E-003,-2.02096265868363E-002,2.63923988643806E-003,-3.64989883166866E-003,-4.38371656676677E-004,-1.12220990248107E-003,4.72079638303374E-004,-2.08790649550057E-003,1.62555803382241E-003,-1.06258095676838E-003,2.84271751333229E-003,2.52111219110293E-003,4.03495842766518E-004,-4.62691451096162E-004,7.31604373849700E-004,-1.12014692142860E-004,8.52902736857427E-004,-1.03347887495019E-003,1.84016543730011E-003,9.53303186868524E-005,-9.24553778289638E-004,1.55390126628523E-005,5.69647014769857E-004,1.17961086254833E-003,1.75661145085580E-004,9.99206447865601E-004,4.19492787615878E-004,-1.25168821694392E-003,5.01421925575618E-004,4.92351934313930E-005,3.46507453127113E-005,-8.52527943319903E-004,-8.11182644116207E-005,-9.41076245984151E-005,-6.08003472094358E-004,4.21149035268723E-005,1.44619767812754E-003,-1.34213535376470E-004,-2.70957998706711E-004,3.37285128963107E-004,2.96980230044613E-004,-1.15368532557990E-003,-4.04945542534602E-005,9.17895444680225E-005,8.40993160741000E-005,4.43062949305030E-004,2.93395905368441E-004,-2.03747745606469E-004,-7.51630645745758E-004,5.07172253331723E-004,3.24694002880107E-005,5.18886323004485E-004,-6.31616231434155E-004,-7.26441783950008E-004,-3.92213526783326E-004,2.64058958780090E-004,2.01785585775719E-004,-2.67706782261868E-005,-4.79910576332242E-004,6.86778119007432E-005,1.44510354048815E-004,-1.74991987271626E-004,2.81543537668063E-005,-1.52467531924628E-004,1.63140221517948E-005,-2.05939196246693E-004,-1.79114673803264E-005,1.20371214334913E-004,-2.04385453886735E-004,-7.27658038523365E-005,1.44084000327166E-005,4.80665008080326E-005,-7.11498363935298E-005,-3.73818473725966E-006,-1.45486769789939E-006,8.88969505892977E-006,2.79736188964127E-005,-4.82858369287168E-005,1.10907758128089E-004,-8.91302104330828E-006,-7.27783451052823E-006,3.07485266510384E-005,-1.29619116307792E-005,-1.64267681600189E-005,2.93653645600350E-005,-6.05974641905423E-005,-4.95422988318411E-005,-6.20149777839071E-005,1.09844756152664E-005,3.84788233826620E-005,3.95476564271576E-005,-3.28521346640875E-006,-2.95065920923507E-005,-2.75604506499513E-005,3.59273774165764E-005
mitchellae_broken-head_c.114513_03,4.07442645439545E-002,9.45374276459576E-003,-1.08781056295203E-002,1.62889971016131E-003,3.51163007297046E-004,5.34220409190828E-004,3.12030203946956E-003,-1.43439878041243E-003,3.86929216203676E-004,-2.15730123990187E-003,-2.42805946889913E-003,1.00610190853564E-003,-9.16680216232063E-004,-2.94988475558759E-004,-2.39204286746198E-004,1.53450915460345E-003,-6.15401659518611E-004,-4.94190556338890E-004,2.86259996719357E-004,4.74885499613873E-004,1.38280615709376E-003,6.25906223662748E-005,-3.81396197581722E-004,3.93437664786073E-004,-3.28697242504325E-004,9.13782801550581E-004,5.15434065319072E-004,1.55124994816935E-004,6.96774015026361E-004,-2.37822761157869E-004,-3.70131709973399E-004,3.30233475122338E-004,7.50454681531980E-005,4.83722455892342E-004,2.63111980166818E-004,-3.04041847031864E-006,-5.86778234500770E-004,7.67648813466631E-004,-1.03090777686157E-004,7.76312970848456E-004,-5.23244156579791E-004,-6.50991021182935E-004,3.54701998293235E-004,3.00068970719858E-004,8.04188300772132E-005,1.47123416401342E-004,-1.30679295430840E-004,1.76996364110781E-006,-2.03190780274883E-004,-3.08801000257496E-004,-1.15973535432529E-004,-2.35182051114515E-005,-1.90478686141081E-004,2.99300226057666E-004,6.89177151814894E-005,-3.07827105843377E-004,8.41104450291529E-006,2.98979496175373E-004,2.15176485310737E-005,-8.22401798437605E-005,-3.64713388437954E-004,-2.28560762833042E-004,2.31243730377731E-004,-1.13358089605441E-004,-9.46391730752702E-005,7.38053001159097E-005,-1.22150996219364E-004,-3.17800982763495E-005,-4.71314420640603E-005,-5.53202765164017E-005,-6.83711740043175E-005,8.26653386343355E-005,4.07872078846791E-005,1.16676632735560E-005,-9.99966782420985E-005,-6.27741878990430E-005,-8.05558864408154E-006,2.00017474631952E-005,6.86952565049398E-005,6.09656427883536E-005,-2.19585518387272E-005,-1.74337243589343E-005,-2.63666895718891E-005,6.29785879353861E-005,5.02458876549654E-005,-4.21460585717333E-005,-5.06196045762360E-005,1.68112767826886E-005,-7.05244091930467E-007,-4.88734327500652E-005,-7.06857212656148E-005,6.40120117322793E-006,4.18881057287701E-005,-3.00155081658758E-005,-3.96442801454550E-005,5.04806523716713E-005
mitchellae_broken-head_c.114513_04,5.90907742480029E-002,1.73287191930568E-002,-6.30843074359433E-003,-2.71320394826642E-003,9.90560413862683E-003,1.29277073862168E-003,-6.61281249831648E-004,-1.88757106387004E-003,1.04256253199514E-003,-8.26811421942398E-004,8.70266375473930E-004,-3.69881225434114E-006,-3.48740236731825E-003,-3.25142145266785E-004,6.25185065225219E-004,-6.32597624059341E-004,6.91060364852702E-004,-1.62514038886010E-004,1.42871882989856E-004,-1.26731727093788E-003,9.29634045205399E-004,6.45048549036140E-004,-5.08284326571593E-004,6.80894886594413E-004,2.94680614988432E-004,-3.73510936336727E-004,-5.81200801570959E-004,1.64612613317134E-005,-5.59925778543563E-004,-2.25144804974602E-004,5.87650185459989E-004,-8.64100473703009E-005,1.18686403555422E-003,-3.21568643349096E-004,-3.35774602202140E-005,5.47098615957915E-005,-1.05599932473881E-003,-4.28728329162299E-004,-1.63833594490961E-004,2.45161538892699E-004,-3.80930922086617E-004,2.90786379834004E-005,-2.79126851018723E-004,9.55769451356625E-005,1.00902722230334E-004,1.97280666416008E-004,-2.10539813797214E-004,-1.26724985974867E-004,3.09630544009458E-004,-8.28247529809678E-006,-5.97425240827433E-004,1.97987752292495E-004,1.05671798049359E-004,-3.19582311611599E-004,-5.34727404540652E-005,-2.63491556524107E-004,-2.54502889301572E-004,1.75847969430094E-004,-2.11942960711706E-004,-8.77369215665618E-005,1.68164332302347E-005,-1.17347819610633E-004,-3.38283338601415E-005,1.92465339087115E-004,1.75682120138875E-004,1.33198525909343E-004,-1.26310998791693E-004,1.47218346991573E-006,-7.27997344427654E-005,-6.30121204452970E-005,-1.29932494674419E-004,-1.22715975309024E-005,-2.09436324479542E-005,1.75579590665257E-004,-1.16257680023302E-004,-5.70866827743479E-005,2.89218783611994E-005,7.88535344655793E-005,-3.37143804714071E-005,7.37865408821595E-006,-3.12073466320447E-005,6.72755461032579E-005,3.16404077540182E-005,8.03182191458656E-005,1.37076557367466E-004,-9.44776774717253E-006,6.64502059140376E-005,-2.69737836792471E-005,2.06611010830275E-005,-1.89803561205322E-005,2.17598210470988E-005,-2.60741058817352E-005,-7.47255714251020E-005,-5.29284044110614E-005,3.84973653638546E-005,6.35274807806925E-005
mitchellae_broken-head_c.114513_05,5.76115546311713E-002,9.19573579670532E-003,-3.82869779510067E-003,-1.04412920869745E-002,-1.30178565905180E-003,-2.25604645479683E-003,8.49882878429812E-004,1.98294980995366E-004,-4.44742851335157E-003,1.95947558777698E-003,2.92789369345651E-003,-2.36736667987384E-003,6.67896434934006E-004,6.95622554550781E-004,-1.34367605383577E-003,-7.02412213947062E-004,5.51627289251172E-004,4.40685359782679E-004,1.39570563166324E-003,-1.57193921589381E-003,-1.00469989070252E-004,-8.99566362407059E-004,2.61693180733188E-005,-4.88262252437153E-004,-6.91809711636787E-004,3.20032079247797E-004,5.39766427488261E-004,6.05437525724198E-004,4.39469127182853E-004,-4.11049662134648E-004,2.33683782237419E-004,3.12466774783662E-004,2.59776621630328E-004,4.56521611780123E-004,4.54022592816851E-004,-4.20214789781386E-004,-2.91002871642779E-005,-8.88789722427178E-004,-3.49466430826656E-005,-1.33639862610682E-004,-8.06268007407221E-005,-8.42652347834043E-004,7.35006664884005E-004,2.16244832579610E-005,3.33250702444082E-004,-2.10042271310578E-004,-3.32338764127934E-004,8.38613623313927E-005,1.04005975836998E-004,-3.91202917919983E-004,8.59479251909526E-006,4.64222992879984E-005,-2.14547505147804E-004,-7.31981085234712E-005,-1.07495391232592E-004,7.36059876956795E-006,2.23872093063878E-004,-5.68932840551313E-005,-6.38269666849834E-005,-2.48930749178887E-004,1.69468958141199E-004,2.76448617528767E-005,1.98740725342322E-004,9.57610657041640E-005,-6.46221421032438E-005,6.62132789887620E-005,2.64048948119939E-004,1.05456770999430E-004,9.72127701579536E-005,-8.39870741410323E-005,2.92430133362551E-005,1.26146168651240E-005,-4.74798932581321E-005,-1.37303555325353E-005,5.98799271578445E-005,-1.30174354412564E-004,4.37998468516925E-005,-6.83918956291320E-005,1.75937225607213E-005,6.72934467671119E-005,-4.41944405389072E-005,6.22271488282043E-005,1.11545182794808E-004,7.97932880310731E-005,-5.99226014727040E-005,1.69847652280694E-006,1.36234383913808E-005,3.10534873537470E-005,3.94726780150178E-006,3.38816380617286E-005,-2.20213373373513E-006,-5.28133055308354E-006,8.08059677705630E-006,-4.64546489632805E-005,-2.61226371045853E-005,1.23435910815772E-005
mitchellae_broken-head_c.114513_06,5.93433788603783E-002,2.17633528782718E-002,3.86409323485509E-003,-4.09403149996556E-003,6.05184748275166E-003,-5.04875643226242E-003,-3.83842284493214E-003,3.31255107541273E-004,2.23692895194243E-003,-5.45459815680368E-004,-1.01220776805835E-003,-1.47990437505510E-003,-3.05757963401085E-003,-1.19729062379446E-003,-1.31778829506622E-003,7.03970299453041E-004,1.36521266842693E-003,1.55858481151946E-003,-7.24150378467102E-004,-2.97684345090879E-004,-2.24441940833641E-004,-2.28261649736331E-003,9.66014311680643E-004,2.20183036072967E-004,-4.52903027005986E-004,9.42746783716476E-004,4.29622900657913E-004,-1.17416042296834E-003,2.34854744747904E-004,1.59391567857869E-004,-4.23485501822076E-005,5.81896535652208E-004,7.22756530676682E-004,8.89016214363706E-004,-7.11633592329960E-004,1.12300070302621E-003,-4.55044350919926E-004,-1.31067235946350E-004,-6.88582070827661E-005,6.58633272332696E-005,5.39432961697792E-004,-4.01729446021005E-004,4.44684771829740E-004,2.91448375186540E-004,2.71750171325759E-004,9.31396682275592E-004,1.29670834551032E-004,-1.34233288387343E-004,1.13411084867220E-004,1.36453633131493E-004,8.84858026404295E-005,4.75297805058531E-004,-1.96203296556441E-004,3.39198328658700E-004,-5.69557834116888E-004,2.94216569166449E-004,-2.71750824762278E-004,1.20447260460656E-004,5.98087739557206E-005,-4.27248422687015E-004,-9.05194425625358E-005,-7.97408569913270E-005,-4.72989223497785E-004,-1.35877495936914E-006,2.31542276682080E-004,-1.68654892954095E-004,1.30751384613357E-005,-8.15127108707019E-005,4.53502388815865E-005,-2.11899700871634E-004,-4.08958349827214E-005,-2.13546935845007E-004,7.82941484465335E-005,1.03527682312356E-005,-1.57476547717982E-004,-7.37401373399403E-005,-5.80863200641138E-005,-2.78256740760694E-005,-5.49200425718394E-005,-1.59561337727998E-005,5.11420403996072E-005,-5.70273126509744E-005,-2.51072771996369E-005,-7.01931637557753E-005,4.70320154417410E-006,1.69869516271438E-005,-1.18486959090411E-004,5.13573513344732E-005,-6.81168164392271E-005,7.46111559052173E-005,5.69250456599071E-005,-5.18082374311078E-006,1.97160492680126E-005,1.86390535454590E-005,-4.27547150211289E-005,-2.55147232021501E-005
mitchellae_broken-head_c.114513_07,6.10093774472132E-002,1.70294895256181E-002,-9.61357337945926E-003,-9.93078230284947E-003,3.70312868162458E-005,-5.37684326879432E-005,5.53276736346347E-004,-1.64890173112878E-003,7.72273370914534E-004,-1.88965221399076E-003,-1.91677869955477E-003,-2.09053844275578E-003,-1.46549464757459E-003,-4.51307589952205E-004,-1.23335401817158E-003,-1.22388457079509E-003,-3.99325014501163E-004,-1.57997704329872E-003,-1.42440715051989E-004,8.08214224401478E-004,1.11137010405274E-003,-3.90593993635227E-004,9.50992743622581E-004,1.51593610861067E-003,-6.59510244123984E-005,-6.17281048904114E-004,3.43862276593019E-004,2.71016694411988E-004,-6.39501853293489E-004,7.04069404522810E-005,2.36118788954166E-004,-4.29645837088568E-004,-3.07024383470182E-004,-5.26631390449332E-004,-3.17656638153721E-004,5.80004462159061E-004,-4.52339005870151E-005,-2.39304231538959E-004,-8.50319574910272E-005,1.17831233123060E-004,2.82253477458345E-004,-6.82460556040342E-006,-6.70761231804733E-005,2.58955209786029E-004,1.58183095787525E-004,1.43191395128439E-004,2.62412502309440E-005,4.51966365720733E-004,4.98691072310734E-004,2.45789652252530E-004,-4.48547988027727E-004,1.68037833629606E-005,1.49488555982457E-004,2.41897962448791E-004,-1.26459780085864E-004,-2.09169687378821E-004,-5.20937609826184E-007,4.42911746475052E-005,4.71489295780381E-005,1.28093585630615E-004,3.21592731514655E-005,1.54707675150465E-004,-7.84636704452220E-005,1.64643088750865E-004,1.60237257018514E-004,8.85197527730621E-006,5.49189256234558E-005,-1.53796940664244E-005,1.49524849307445E-004,-7.54531605488754E-006,-7.84778041001323E-005,2.61434870544068E-005,-8.29418523247360E-005,-8.66928629118738E-005,-2.62326070843036E-005,-7.36353712866757E-006,-5.14712705063278E-005,-6.34795280379853E-005,1.55234872115729E-006,-5.46607589971989E-005,1.46795954013688E-005,2.52522942525612E-005,6.29216165209644E-005,-1.41126929482139E-005,-1.52032105589898E-005,8.60911556512697E-005,1.04547384806661E-004,-3.35854030091608E-006,3.78437572548648E-005,2.76620883949292E-006,2.30562746998581E-005,7.18512361424142E-005,3.45355686782371E-006,4.77980067496089E-005,4.90835544422022E-005,-1.69159056600073E-005
