id,SV1,SV2,SV3,SV4,SV5,SV6,SV7,SV8,SV9,SV10,SV11,SV12,SV13,SV14,SV15,SV16,SV17,SV18,SV19,SV20,SV21,SV22,SV23,SV24,SV25,SV26,SV27,SV28,SV29,SV30,SV31,SV32,SV33,SV34,SV35,SV36,SV37,SV38,SV39,SV40,SV41,SV42,SV43,SV44,SV45,SV46,SV47,SV48,SV49,SV50,SV51,SV52,SV53,SV54,SV55,SV56,SV57,SV58,SV59,SV60,SV61,SV62,SV63,SV64,SV65,SV66,SV67,SV68,SV69,SV70,SV71,SV72,SV73,SV74,SV75,SV76,SV77,SV78,SV79,SV80
novaehollandiae_QM36992_Daisy_converted,-7.35044179254293E-003,-2.89695518202123E-002,-4.88594988349015E-003,-4.05464759554854E-003,1.95092093414729E-003,-4.42665919063182E-003,-4.55372619637398E-003,-5.92707221689237E-004,7.12089278132547E-003,-7.32720515198500E-003,2.08412028406510E-003,1.91989988258165E-003,-1.70996936477685E-003,9.52061228818031E-004,1.02324262674100E-003,1.20444850055155E-003,-1.54449209142107E-003,-8.92013477583294E-004,-6.80863727608183E-004,-7.96427869321245E-004,-1.00737198092393E-004,6.70127676545687E-004,-4.49010678532160E-004,1.51317796311323E-003,5.24440486692476E-004,-9.04670760776134E-004,5.52803757957565E-004,1.00281734356307E-003,-4.23717345279764E-004,1.38756455236300E-003,2.29160606181215E-003,-4.15064443327474E-004,7.39632037603411E-004,4.23598040411160E-004,4.00370268080714E-004,1.76278726820610E-005,-3.72633996635191E-004,3.69479389308946E-004,-2.07190087601292E-005,3.94304708539784E-004,-5.81118157840894E-004,-1.47764615990657E-003,1.82588093172872E-004,3.56717902793513E-004,-8.62705863229267E-005,2.38014010131670E-004,-1.99359147353961E-004,-3.55886865856361E-004,-9.01550441731161E-005,3.17085478274778E-004,5.45312279251435E-005,2.91490097773350E-004,-3.69832115703041E-005,8.76453379169810E-005,-5.60522806635179E-005,-1.50418607874791E-005,1.64939903564557E-004,1.52374285543158E-004,-1.38637933186994E-004,1.17085219653794E-004,-1.23853102051972E-004,8.55111545335975E-005,2.62561876626233E-005,-3.41407806820594E-005,-4.01527926135475E-005,-8.99133353017313E-006,5.73843059488017E-005,-5.00482486126420E-005,7.00994205211466E-005,5.67882180572995E-005,1.46447737507110E-005,-4.92772941044175E-006,6.09559074898879E-005,1.96909350622814E-005,-1.87039793866448E-005,7.10311738923059E-006,7.95964889156701E-006,-1.17815946321240E-005,8.27278114414818E-006,2.47622231197421E-006
richmondiana_QM62693_Canondale_converted,1.65459840112138E-002,2.77137352573882E-003,5.10997631507474E-003,-5.71003619253974E-003,1.49352796246657E-003,-2.05002117083577E-003,5.86171691123455E-005,-3.87992446725523E-003,2.50926952411396E-003,-1.48443930189633E-003,4.18473181611891E-003,-4.02178616981480E-004,1.35921708688093E-003,9.14562057360979E-004,-3.28490594049637E-005,8.44701677978354E-004,4.73966265298299E-005,2.02616690737977E-003,6.70267519276220E-004,3.19449506115736E-004,4.48514476140299E-004,-7.41905187823265E-004,4.18990666917014E-004,2.33739583957876E-004,2.09708089137223E-004,-4.05204096004845E-004,5.29450321446919E-004,-2.73406703815044E-004,4.11905880769885E-005,3.89517358480934E-004,-1.26000510036511E-004,4.26037713964933E-004,5.98851625744800E-005,-2.48835231818258E-005,-2.81584730250688E-004,4.58882725119986E-004,-1.02573576187390E-004,-4.45865966903675E-005,5.30077966801824E-005,2.07201448001590E-004,-7.99992315565144E-006,1.58333311531779E-004,-3.19819455870507E-004,-1.73601973454039E-004,1.59279989241833E-005,-5.41112864963915E-004,-1.16446247047230E-004,3.04281141673598E-004,-4.21206621598847E-006,-8.89042326911552E-005,-6.85408269585564E-005,2.82399166055039E-004,-6.74206122625914E-005,1.92862347697270E-004,-1.10706189875470E-004,8.79362903202110E-005,-9.39774231341827E-005,-5.33318891650954E-005,1.52072330363001E-004,-1.66583411226107E-004,1.24737022138495E-004,-1.26940343625477E-005,8.71876948904141E-005,-2.15932666315434E-004,-7.74019935798951E-005,1.04488114396697E-004,7.31664696353255E-005,2.08913499226869E-005,5.04582172798054E-005,7.55614234382189E-005,-1.07496695262271E-004,5.18737023923942E-005,-3.94219788696932E-005,-6.58402012521046E-005,-8.11902106963161E-006,3.27118006657757E-005,3.98743444065056E-005,-3.90991926961904E-005,6.42088324444005E-006,1.62637842851099E-005
richmondiana_QM19051spec3_Binna-Bvrra_converted,-5.26627416249528E-002,8.75066120505362E-002,5.61041503867384E-003,-1.01154256679437E-002,-2.16650474757767E-002,6.60052677734932E-004,-1.42497447616476E-002,-1.71578230285968E-003,-2.14571334497373E-003,-8.53134561428081E-004,1.06105095382127E-003,3.57657367696855E-003,4.86188105506514E-004,-8.93243598880078E-004,-6.97121531789992E-004,-7.51722927440492E-004,5.66061806726248E-004,-1.17157000858966E-003,-2.38206366221341E-004,1.75536620332864E-003,5.04362747299806E-006,-7.77213739253689E-004,-6.69223001212200E-004,2.28190058955881E-004,-7.81662610098133E-004,-1.16386419965484E-003,8.44263760785618E-004,-2.28221956127778E-004,-2.33475324926217E-003,-2.68255871054862E-005,-1.22169450648066E-003,9.17132146110268E-004,-3.48468529123001E-004,1.30168447513673E-003,-1.22391499973018E-004,-5.27313470167075E-004,-7.91738961823034E-004,-3.24587444253627E-004,6.90077945531857E-004,1.94761394037267E-004,-1.90644871689112E-004,-1.41558023391084E-005,-3.09683332326029E-004,2.14345139944415E-004,-1.32695740236393E-004,1.39782459150896E-004,-1.62724570782484E-004,2.44615790548234E-005,3.23724932682080E-004,1.05700789872563E-004,-3.84032660048698E-004,5.81210580571856E-005,-8.37232313467294E-005,-1.47900674289051E-004,-2.86166934118301E-005,3.71709951647551E-005,1.46653227117102E-004,1.75422892990186E-004,1.59792521130428E-004,-1.08803073987293E-004,3.81212702919126E-005,-1.50007353166127E-004,-3.03002017385951E-005,-1.35146125992845E-004,2.17461751012982E-005,-7.35081553440285E-005,3.41064289484699E-006,2.62649247314523E-005,3.65596772762448E-005,-4.26249683623484E-005,2.09729517598315E-005,4.43759973877537E-005,3.64408098803627E-005,2.47974282255604E-005,6.24973901687977E-006,-1.35330510815274E-005,3.13606931741158E-006,1.26890836988041E-005,2.33378468160248E-006,7.73022517052539E-006
richmondiana_QM10496_Mt-Warning_converted,-4.31961276636415E-002,2.70947771075468E-002,1.66118432155524E-002,-1.49977926017577E-002,-4.86302058661285E-003,-2.48725167938094E-003,9.94631687278964E-004,-7.84193274962302E-003,1.52093594249933E-003,1.23968640819090E-003,-5.76400177905181E-003,-3.16104446169287E-003,-3.82575823701257E-003,3.57666898277261E-003,-2.09581975372566E-003,-1.27814534370108E-003,1.31939739397198E-003,-4.08797887229989E-004,-1.47601158281927E-003,-3.44610801729435E-003,8.17884158452998E-004,-5.21541060539272E-004,-6.83617978553596E-004,-4.77056548186997E-004,1.05294665243300E-003,-3.34504920250249E-004,2.02108512082859E-003,-1.44352208537427E-004,5.70158405939954E-004,-9.07478053850288E-004,1.17490160739198E-004,-7.44350119218943E-005,-7.63525380172380E-004,4.38853862735674E-004,1.29385784395876E-004,1.41547189044185E-004,9.65288443379546E-005,4.03656119723003E-004,6.30568272168529E-005,2.75330431515331E-005,3.29039292826279E-004,4.99983896925665E-004,1.23543331458271E-004,-4.03771613152142E-004,-8.52224724139691E-005,-2.59080588594981E-004,-7.40164587352161E-005,-1.33039503562852E-004,-2.82771002256296E-004,6.37134384687596E-005,-2.88400793598655E-004,5.08967742957865E-004,8.54342965547728E-005,3.12260671861440E-005,1.92604685725528E-005,9.09633166244206E-005,-6.86070943399552E-005,1.76853794698611E-004,-1.80392519203873E-004,1.52098997605597E-004,1.55605453452266E-005,-2.50718406071736E-005,-1.86378770671229E-004,3.99037664938555E-005,9.57012215504871E-005,-1.50731180117104E-004,1.08495548000903E-004,-9.82904557166228E-006,-7.37707954817715E-005,7.03450466869508E-005,1.36490774347590E-005,9.18197445204416E-006,-1.95036931894931E-006,-3.29900340439955E-005,1.09944333306822E-005,-1.83421252705135E-006,8.36129237133352E-006,-5.14943840082359E-006,-3.37472433487385E-006,1.58461549556759E-006
novaehollandiae_C.118236_Bulahdelah_converted,4.53479099797362E-002,8.47429531032108E-003,-6.05550651594420E-003,2.22606260648463E-003,-9.52096907984761E-004,-2.22789774095595E-003,-2.24347842331906E-003,1.26345830391011E-003,3.33994707554448E-004,2.00702086117144E-003,1.15187368838219E-003,7.89448757565972E-004,7.40734685459689E-004,-1.29586201894727E-003,-6.25484477412059E-004,-8.96804997569881E-004,-1.05421314596618E-003,9.97637282298534E-004,-6.32402558474764E-004,2.39644128534858E-003,-2.20957098687187E-004,1.06736548735769E-004,-1.70938362239042E-004,-8.75905405278951E-004,1.34117024472218E-003,-2.41910430666057E-004,1.24144239120175E-003,1.61250008932561E-003,-2.48116950466732E-004,2.27490826347874E-004,-1.41475161344791E-003,1.25465442398435E-004,1.39496730426757E-003,-7.95390478266818E-004,3.37661026472910E-004,-1.15260040238736E-004,-1.54194700300694E-004,5.16085412164472E-004,-2.47007299506672E-004,-9.14745675160609E-004,3.58580268161366E-004,2.05168259202128E-005,6.96587951662271E-004,-3.55099496434073E-004,2.16613451315773E-004,-1.84441315335172E-004,-1.85820538423977E-004,3.88395637390796E-004,1.30526429949051E-004,-3.07280113606469E-004,-3.48517214546782E-004,2.71607248380381E-004,-1.67100204242640E-004,1.88458122716779E-004,2.20023112688779E-004,-8.55176885008957E-005,2.44465694091909E-004,5.24234398224458E-005,6.67803698139260E-006,8.46859491073292E-005,-2.19713247172319E-005,-8.57552888934847E-005,1.28671906592937E-004,7.38147460455763E-005,5.31609026668750E-005,8.17235043268564E-005,-2.03207541538831E-005,3.07076591746874E-005,-3.95377465557399E-005,5.46391962939303E-005,6.47755595402569E-005,-1.20452967583124E-005,2.21111370032145E-005,-8.45604069180842E-006,3.29043453909626E-006,5.08525273446467E-005,-6.54587796680532E-006,1.26456657377589E-005,2.90729759305690E-005,-5.29000693777617E-006
richmondiana_QM25801spec3_Lewer-Ballagjoi_converted,-1.54596057289614E-001,3.85954842766575E-002,-4.72051740387315E-003,1.36260028438701E-002,1.00459555820658E-002,-2.18630068852972E-003,-4.32501669575251E-003,-2.40917801979191E-003,8.50459661116207E-004,1.18530242031713E-003,-4.36947348992483E-003,-9.70989198221665E-004,-5.61473079445524E-004,-1.03043529642651E-003,-1.83682934074936E-004,2.52908437434715E-003,-4.31859835912774E-004,-1.91723136978146E-004,2.52728826053821E-004,-1.91109989049424E-003,-5.72087619155607E-004,-5.53571899228479E-004,1.44528461382186E-003,6.22098235901455E-004,8.23169101822984E-004,-3.70821118601991E-004,8.27793747375045E-004,2.77222566236596E-004,-4.10840969080146E-005,6.87028140004239E-004,1.67249182276436E-004,-4.85945403425434E-004,-5.48124332245993E-004,4.56402926136452E-005,-8.95819090891743E-004,-7.92589136829749E-004,9.04221034141923E-005,-2.31375269037396E-004,-1.87173661308729E-004,4.54585785184088E-005,-6.32622275762286E-004,4.83890511937589E-004,6.86831146760154E-005,-2.87450590420422E-004,-1.89807408204976E-004,1.50722325108726E-004,2.91262703705930E-006,3.26956390333172E-004,-1.83938526146650E-004,5.72656511047312E-005,-4.30176428155251E-004,-3.95255103639379E-004,1.16710679553342E-004,-8.39195129845675E-006,2.47494569518281E-004,-1.24755435311251E-004,-2.22558723328576E-005,1.66802695302879E-004,1.44847190380744E-004,-3.60470804584463E-005,-2.20519769866758E-004,3.82859620421734E-005,-1.28619323588121E-005,4.52122708505952E-005,-1.22064833548618E-004,2.88020490968555E-005,7.24335946220782E-005,6.95524121265698E-005,6.08265369352072E-005,-1.60710629482688E-005,-4.21113644193346E-005,-5.65085089648665E-005,-2.84354052489513E-005,-1.84598459185012E-005,-1.84871292552047E-005,1.20319912039035E-006,-5.39777520733977E-005,-4.13426175201521E-006,2.04829487750602E-005,-9.03500569748867E-007
novaehollandiae_C.460243_Bugan_converted,6.02625254122519E-002,1.73003922264665E-002,-1.54951955330201E-002,-4.49584952642670E-003,-4.67912619868746E-003,-3.40410489744771E-003,7.51650245379330E-004,-3.16089337965124E-003,-1.08806241420569E-003,1.36261643404417E-003,2.29776738280448E-003,-2.40263978415657E-003,1.03885181393037E-003,-8.73318842933471E-004,3.77892011267322E-004,3.17931887994611E-003,-2.71100789026589E-003,2.65853179792213E-004,1.09509144430947E-003,-7.10252054941163E-005,-1.16635821482950E-004,-2.18524835001872E-003,-8.30964345089420E-004,-2.73246573083271E-003,-9.44024722348797E-004,9.67951267791297E-004,5.41185114792086E-006,-9.57690566986725E-004,-7.28068672095421E-004,-7.27425670013095E-004,-1.51573371504779E-003,-5.69303122014772E-004,-9.00628985086307E-004,-1.05284384410169E-003,2.74640744873613E-004,-6.44738946341172E-004,3.70028531490710E-005,-3.75673133997130E-004,-1.22176695240006E-004,4.61078741060510E-004,-4.82900173991478E-004,-4.98865961900641E-004,6.35119916320175E-004,-5.90292414949292E-004,-6.97013759077641E-004,-3.20835535798503E-004,-3.50656449589521E-004,-4.72811016440671E-004,-5.84726004131428E-005,3.26995448797850E-004,-4.91409282240259E-005,-2.34553950913689E-004,-1.46899182957449E-004,1.34223767573642E-004,-1.22452200353911E-004,-1.41325554138959E-004,-1.25156083623408E-004,2.21014160771846E-005,-1.67737741867938E-004,1.13658491088729E-004,4.89003981334626E-005,-4.66269181206786E-005,1.95036010462111E-005,-1.43037883470376E-005,1.75203679135449E-005,1.37514421601160E-005,-3.79830634490092E-005,-2.56278418638008E-005,4.50463596224199E-005,7.26853842401890E-005,-3.52127308813403E-005,-1.13878439442311E-005,2.51772136385305E-005,1.53566353414080E-006,-3.70572997996034E-005,-9.03286989693484E-006,-4.04578529449693E-006,9.33799933453188E-006,-7.14084930946826E-006,-7.62262948500015E-006
mitchellae_C.272200_Mulumbimy_converted,2.53609802481066E-003,1.77234543347934E-002,1.74103290598098E-002,-9.93161793474205E-005,-4.69568601921230E-004,-4.23729666103574E-003,8.47990511746787E-004,-5.44336241856776E-003,-5.47168502423121E-003,-2.88727459358969E-003,2.52452517428354E-003,-4.47983317276740E-003,6.28270367436209E-004,4.81070285494164E-003,5.89768817101519E-004,-1.48479353633821E-003,-8.22332245514494E-004,1.77854599655691E-003,1.08723930740857E-004,9.65558568950046E-004,-1.43213251118657E-003,-2.49890913853818E-004,4.05711762464143E-004,-1.25636709176347E-003,7.48854564721527E-004,-4.98536108798747E-004,-3.37023735391098E-004,8.97579299219277E-004,6.61923491537669E-005,7.16862012858728E-004,1.98025817341822E-004,6.75652013929678E-004,6.53864744247706E-004,2.38908926982667E-004,2.13736661569644E-004,2.42022376096145E-004,-7.88011588957903E-005,5.31323461424649E-004,-1.13667331840102E-004,3.94274930383983E-004,-5.29210286209789E-004,-3.29345320446198E-004,2.90327395374277E-004,5.65486344174765E-004,-6.61237132351444E-004,-6.76378970961050E-005,-5.85345971046437E-004,-5.47945437651749E-004,-5.12610673777446E-005,-6.37848467935382E-004,1.53802176287646E-004,-2.56286651480212E-004,2.83539246120327E-004,-3.81984965610278E-004,3.11733143307603E-004,-1.99979673276374E-004,-1.57392186666036E-004,-1.01231482409967E-005,5.95593262911158E-005,6.07945672063595E-006,1.49042752678594E-004,-3.17575073873796E-005,-5.41325298731114E-005,-3.53267771595169E-005,3.29455285989909E-005,6.95585397619991E-005,1.14749563829561E-004,5.39234305356434E-006,-3.11893683391412E-005,-5.87973798643755E-005,5.17410046815849E-005,1.67311321319396E-005,-3.91243696306992E-005,-2.51499333697391E-005,-6.82182962108651E-006,-3.55006838130124E-006,-1.52512586237393E-005,-3.07689731004770E-006,-1.04955131468175E-005,-2.63999014904618E-006
novaehollandiae_C.272194_Ngambaa_converted,1.08658618688141E-002,3.39478446265559E-003,-2.07631241767853E-002,1.07088736181927E-002,5.91677396025957E-003,-5.08351317006329E-003,-4.56551102839186E-003,-4.51968838430949E-003,2.14750916156118E-003,2.56143394908990E-003,-3.63121670368408E-003,-1.89876086939822E-003,3.60027256072314E-003,2.18085410392857E-003,-2.13919966016866E-004,-4.99715938533801E-004,5.53591133360098E-004,1.32537456169092E-003,-1.50061219133222E-004,1.01424947220350E-006,-1.46309905755914E-003,-1.12243441132696E-003,-2.43592403542069E-004,-8.85284754306764E-004,1.83567737630901E-003,3.31106581668668E-004,6.49911045137238E-005,3.91306475832652E-004,1.09605365895859E-004,5.93126096793960E-005,-1.10325910689721E-003,-1.06252571120742E-003,5.05246733957089E-004,4.24683062258185E-004,-4.43249418525460E-005,-2.20504179568689E-004,6.48822032848879E-005,-7.49792437338231E-005,-8.09026271234413E-004,2.51956263382454E-006,-5.81302824196373E-004,5.17861573625401E-005,-5.18622904788125E-004,2.04213674949678E-004,-2.67103739221384E-004,3.88516507914454E-004,1.69681785304727E-004,-9.64565673883399E-005,8.32346993381207E-005,3.51394398770055E-004,-3.89211033753615E-005,1.36324276401494E-004,3.90766252430092E-004,1.49330575537199E-004,1.83898498361282E-004,1.65372168411343E-004,6.31649446267498E-005,-3.38952039130250E-004,5.27142388023837E-005,4.90650656880670E-005,-5.98648501680247E-005,2.96545656041144E-005,-7.65675816065200E-005,4.21584940334647E-005,5.28645474691334E-005,-7.30344917564655E-005,-9.91164232661984E-005,-8.10392326067765E-005,6.26947630381851E-006,-1.14799062245033E-004,-4.58790711846380E-005,5.59189484834319E-005,5.86229873775595E-005,-1.42492441252609E-005,2.49974004976555E-006,1.70795591161496E-005,2.67747130014444E-005,-1.67974658418702E-005,9.32439029868706E-006,-8.42622034366465E-006
novaehollandiae_QM31445_Boorganna_converted,7.91298591367992E-002,5.25603317062598E-003,3.18069833665700E-003,8.59564554319264E-003,2.83627385961893E-003,3.07280191860478E-003,4.52904920952666E-003,-3.01047532139668E-004,-2.49621978218247E-003,-1.35126711551784E-003,4.34481631171149E-004,-4.72435668875121E-004,5.45523340023868E-004,2.55242561821381E-003,-4.60695139420161E-004,-4.18398714353252E-004,1.49777718399021E-004,4.47698817337461E-004,-4.77363698775861E-004,-4.68857358907388E-004,-1.75766170637486E-003,1.72993032280440E-004,-9.35759708003862E-004,1.85106031641573E-004,1.43797991749491E-004,2.58178070653762E-004,-8.34338878149249E-005,2.27779610035538E-003,-8.86643512503064E-004,-6.96774165959143E-005,1.98318297898904E-004,2.17084276977574E-004,-1.39153638816453E-003,-8.36512943062424E-004,1.02706055088533E-004,4.54249184721685E-005,3.95265143213010E-004,-3.02488813012255E-004,2.45389243351472E-004,-1.18680018122782E-004,6.21620489753376E-005,7.49026596375548E-005,-3.20926929868054E-004,2.75029802405282E-004,3.68849148413429E-006,-3.72288191715790E-004,4.36555639557499E-005,7.46317721478667E-004,-1.80989413384607E-005,2.01445109200906E-004,-2.33207239140853E-004,-2.30585907755551E-004,-3.22867888376185E-004,-3.46876395491506E-004,-8.62239039647224E-006,1.75929618889846E-004,-5.74466440206052E-005,3.76082604742989E-005,-7.70819742911145E-005,-7.75390943559216E-005,-1.51752221776652E-004,1.67109259965836E-004,-8.50020536894568E-005,-1.44750565702282E-004,8.88637590659324E-005,5.41045291649385E-005,-9.10490731185456E-006,9.86080689522102E-006,5.67202172320252E-005,2.17283035543092E-005,3.80282753220051E-005,-7.04865290690786E-006,4.44050620605448E-005,-1.52803482333691E-005,2.30128699873804E-005,1.13489190501614E-005,1.57071101879525E-006,-1.45456709409758E-005,-2.50689192046115E-005,-3.52983256150073E-005
richmondiana_QM55413_Lamington_converted,-1.54338104786196E-001,-4.78456016944431E-002,-1.66593842522218E-002,-9.71874790018520E-003,-7.07978632916443E-003,-4.45611018973148E-003,3.68911812657318E-003,5.66833513479921E-003,-2.92155768506602E-003,1.69156447168994E-003,-4.63762684716282E-004,-3.49825501098722E-004,7.07512043513645E-004,-1.75026884932371E-003,-3.22798908885956E-004,-1.84885559281840E-003,-1.39987510403327E-004,-4.59619751489673E-004,-1.29589598201802E-003,-5.98858340598854E-004,-1.81421228968028E-003,-5.81844673018430E-004,6.39637768619684E-004,-1.47968571489957E-003,2.70759237352503E-004,-5.68761733726522E-004,2.83975741867868E-004,5.60907625378693E-005,6.92456688302802E-004,1.03652820777980E-003,-7.56144233906898E-004,-6.86274853572930E-004,-8.67046578120181E-005,2.79637761992423E-004,-4.26324593404796E-005,5.63431619113067E-004,-6.30316235765606E-005,-3.80367524604948E-004,-2.38951677915537E-004,1.53764363990640E-004,-3.19482592553346E-004,-4.03405269948093E-004,-1.25833778701013E-004,-2.01335565840028E-004,2.26053273381035E-004,-3.79212151759558E-005,6.70083616315306E-004,-4.69952190506065E-004,-2.44682738442393E-004,-1.39246922477008E-004,-1.28632947870146E-004,2.07267868009571E-004,2.03922808759713E-004,2.12037013037711E-004,-2.08778153607278E-004,1.23989975713835E-004,8.67034077108292E-006,1.33454694126974E-004,1.33168919059826E-004,7.27485061695494E-005,-8.89344753195637E-005,4.86186826510790E-005,3.07046699903348E-005,-9.46051435616597E-005,1.20163042575110E-004,1.21768775077240E-004,-6.80350940149090E-005,1.62079082080113E-004,6.70652995103023E-005,4.60831948788534E-006,5.86916291796986E-005,-1.08425519156761E-005,-3.63409322281374E-005,-3.69987408112318E-006,1.64561672757273E-005,-2.31315973882499E-005,2.45217232226257E-005,8.48831865677749E-006,-1.57976579593287E-005,1.55231618420109E-006
novaehollandiae_C.112182_Gloucester_converted,8.18806762605708E-003,2.03248458757529E-002,8.75062019048895E-003,3.91361690944335E-003,-2.53461512972426E-003,-4.78213198935063E-003,-8.89472228015301E-004,1.56456908068755E-003,-1.67925074015433E-003,3.32135359893869E-004,-4.80974551645038E-003,2.07809555043255E-003,-2.86850795183882E-003,-4.38270633900359E-004,3.10020917860166E-003,-1.06402827110900E-003,1.07169142077959E-003,-1.15921031054587E-004,-1.45357214975198E-003,2.85804720817811E-003,7.70184549269652E-004,-6.93072397871024E-004,-2.45896928219633E-003,-2.21717793942265E-003,-1.14928081933072E-003,-6.40944335846031E-004,4.65128766400009E-004,4.06578271672330E-004,8.75909273162803E-004,-8.01955362356070E-004,5.12534622697127E-004,-4.09726028980178E-004,2.96499242347907E-004,4.78388925405764E-004,2.66942339454311E-004,2.05085139398574E-004,-1.66863958908585E-004,-5.99366677651601E-005,-7.85629391793052E-005,2.85726376067332E-004,-1.21208128164471E-003,1.38105168911703E-004,-2.12760930087239E-004,6.02342281510891E-005,2.66020057407836E-004,-3.94784147996479E-004,5.93405589462664E-004,2.23569962112751E-004,4.70756042870786E-004,-2.29569279587229E-004,1.12645206510947E-005,3.74144628781108E-004,-2.14547099752675E-004,-4.57873427177826E-005,-1.82740224818404E-004,-4.92319598731912E-004,-4.34082078618935E-005,-2.05091024347813E-005,3.76728331341611E-005,2.95389247846691E-005,-6.86981922917934E-005,8.17337848693065E-005,1.95667532983187E-005,4.69944473196499E-005,-7.80666424397754E-005,3.93421253417319E-005,3.97534846880919E-005,-4.33736977940567E-005,-4.65136011771773E-005,-2.51087160382105E-005,-4.48438709623229E-005,-5.04408544459533E-005,-4.67400126462131E-006,1.41465669787150E-005,8.70104028406076E-006,-7.24094566055028E-006,-4.52836823246365E-006,-1.52720775090059E-005,-4.46077815552217E-006,-1.01397584107238E-005
novaehollandiae_C.272202_Taree_converted,-1.28504727816383E-002,2.78939502732978E-004,-4.52433963761169E-003,-9.38405342977777E-003,-2.13643608363363E-003,9.02729646907330E-004,3.53842391377610E-003,2.23254974568269E-003,2.75911608258346E-003,-3.33484387481276E-003,-2.50711323002993E-003,5.62823933497934E-003,7.09758899468431E-003,-2.35364007291490E-003,-1.56247394032091E-003,5.11558435754772E-004,-4.38260691873676E-004,-5.84044943433442E-004,1.85425703373579E-003,1.57123009954600E-003,-1.39381117305280E-003,3.45213886110359E-004,-2.31072156787763E-003,1.21729259509022E-003,-9.17685922409391E-005,-5.89446845521530E-004,1.01530783821439E-003,9.94067924154451E-004,-4.71271007375709E-004,-1.68943109138552E-004,-8.82257405860266E-004,-3.46765617415667E-004,2.20739195302225E-004,-7.24044462358088E-004,-7.25525737057810E-004,8.38679813911691E-004,1.69643611864407E-004,-9.17879402953483E-006,-8.25192793351956E-004,-9.72886473645029E-004,2.02316441277166E-004,3.22653936987887E-004,2.07691113954752E-004,1.30550012190816E-004,3.00629756842721E-004,4.02023419813198E-005,-3.17558332786217E-004,-4.20119065856049E-004,-3.07925358547419E-004,-2.23737582760116E-004,1.68982885092373E-004,-1.74410369710640E-004,2.22915979515682E-004,-1.62864227463094E-006,-2.02740423198653E-004,-5.26895520251650E-005,-1.57434451551227E-004,1.31783140969453E-004,4.84832483058370E-005,-3.68871084634691E-005,3.42694409114082E-005,2.19285200532296E-005,-5.21260775541613E-006,7.39125216029470E-005,-3.52033770865018E-005,-1.42288168993011E-004,1.11025296587753E-004,2.45867162780779E-005,1.48302675540178E-005,3.78375836829797E-006,-3.13586094686161E-005,-9.86407899149138E-006,-1.41711262080536E-005,4.39081795585798E-005,-1.29392414892668E-005,-1.71008605090245E-005,1.37884293666826E-005,-2.12748587891882E-005,-7.20380459257856E-006,-1.36017721451397E-005
richmondiana_QM4235_Glorious_converted,7.55173302677957E-003,-7.58762055063666E-003,7.98926439428580E-004,4.36959308262518E-003,1.17012309848698E-002,9.81804854216922E-004,-3.39161914038467E-003,-4.55895021588530E-004,-1.50744387058441E-003,-5.07478407808812E-004,2.70084208949358E-003,1.71410789702805E-003,2.02973685951771E-004,1.13348595727767E-003,-8.98798180585780E-004,-1.61496164959604E-003,-1.01060229949654E-003,1.54524844587065E-003,-1.30806928815231E-003,1.19341539970881E-003,-9.96643950021703E-004,-3.29647564722275E-004,1.18403846051820E-003,-4.70150519160181E-004,2.39102820355571E-004,-7.98059868018849E-004,2.68283132570577E-004,4.21225742714817E-004,-5.87235788759032E-005,5.63917558858803E-004,-3.63213208928978E-004,-2.09299933204048E-004,-1.14709838241884E-004,1.31180411800990E-004,-6.98892970618365E-004,5.48776143071685E-004,-5.64720092859322E-005,1.19835512717175E-004,3.89908275965254E-004,4.09778346174288E-004,-1.57583582396048E-005,3.80532843736152E-005,9.28699801967095E-005,-3.92840472485771E-004,4.73028364926414E-004,5.72061648137732E-005,2.13613289835394E-004,7.55355727558220E-005,-6.13103217983801E-005,-7.88687438091279E-005,2.21811835688172E-004,-1.86111542953972E-005,1.04431891357047E-004,9.31159747364093E-005,3.58666589967141E-004,-3.38323289144171E-005,-8.28099537114828E-005,1.89725940936046E-005,-2.66389846848753E-006,-3.51314305418718E-004,-1.76063643055204E-004,7.88377526976957E-005,-9.60552794802321E-005,8.48536466695858E-005,1.12491992381163E-004,1.86190694920861E-005,3.41932853802499E-005,-9.00554654557439E-005,-6.17186479044637E-005,1.00522690349645E-004,-7.49435233478325E-005,1.15488983054600E-005,3.51977236533878E-005,4.70059653996598E-005,-1.91980920096825E-005,-1.90058647463847E-005,5.77010385863667E-006,3.89344746553875E-005,-1.72981598489209E-005,1.63462779644263E-005
