id,SV1,SV2,SV3,SV4,SV5,SV6,SV7,SV8,SV9,SV10
mitchellae_byron-bay_c.112238_04,-5.93399283307964E-002,1.63321566968708E-002,-2.42792594985066E-003,-7.32580114021564E-003,-8.38955277321537E-003,-8.10854509770497E-003,-7.86690533331500E-003,-8.72501559937482E-003,8.26588634176983E-003,8.91040568857440E-004
mitchellae_byron-bay_c.112238_05,-7.90348014301971E-002,-2.87779165364144E-002,1.11959255549502E-002,-2.78070414882897E-002,-1.04066048914903E-002,-9.34116911614932E-003,-8.91028315684499E-004,5.42577767394897E-003,-3.94304553608218E-004,1.31216079648996E-003
mitchellae_byron-bay_c.112238_06,-1.13195741386616E-001,5.37347909281182E-003,6.34075245425187E-002,3.45087291748271E-002,1.75802559714203E-002,-1.09834031201472E-002,-9.50342603094599E-003,2.45610452167350E-003,9.72697688790791E-003,-2.47483342024874E-003
mitchellae_byron-bay_c.112238_07,-1.09313950312139E-001,7.24882654956385E-003,9.11588242427445E-003,-6.73346482153969E-003,-8.02543252964695E-003,6.77125173212640E-003,6.68113529550502E-003,-6.37931009824367E-003,-1.81937521150371E-003,-5.15135825068570E-003
mitchellae_byron-bay_c.112238_08,-7.42643487105136E-002,-8.28025224017813E-003,1.57734326661209E-002,-1.83084782899408E-002,-4.98484671572259E-003,-1.86189935210628E-002,1.84575990813039E-003,7.95014860599290E-005,-7.43985390426284E-003,-1.45885774605138E-003
mitchellae_byron-bay_c.112238_09,-1.02304758694395E-001,-6.61603013493891E-004,3.20660863676639E-002,-1.64700585588437E-002,-6.08184670808632E-003,1.87668190782864E-002,3.92324416672883E-003,3.96302158298011E-004,1.01968282355901E-002,2.47481300220107E-003
mitchellae_byron-bay_c.112238_10,-9.92750945215556E-002,-2.69570087108936E-002,1.52188754066640E-002,-5.95479097381251E-003,8.74700819330735E-003,1.68887422699311E-002,-1.14207812890372E-002,-7.29186306804894E-003,-2.71907818767377E-003,-1.57471887660658E-003
mitchellae_byron-bay_c.112238_11,-1.64376571917732E-001,5.47571743132479E-002,-3.81017156011749E-003,2.58674916294316E-002,5.61713431249176E-003,1.37528384594128E-002,6.21065102177270E-003,-4.16291085575508E-003,-4.46337807472741E-003,-9.27816769548881E-003
mitchellae_byron-bay_c.112238_12,-3.64121912153996E-002,-1.12159504578528E-002,2.37467554720557E-002,-5.87344656102168E-003,5.23812818552295E-003,1.63035456193696E-003,-6.01546878031831E-003,1.00034460963635E-002,2.53706696087148E-003,-1.00043295570678E-002
mitchellae_byron-bay_c.112238_13,-6.91395492078298E-002,-1.42125568072022E-002,1.38635695673957E-002,-1.44745579344804E-002,1.42103791158692E-002,8.75609273475509E-003,-2.77742436355375E-003,1.25999856100499E-003,-7.93853837634749E-003,4.98701570498670E-003
mitchellae_byron-bay_c.112238_14,1.75101711353997E-002,-2.01107970877337E-002,4.06954954581640E-002,-1.89511402147798E-002,1.06036557069643E-002,1.91969073459124E-003,-9.38297956308663E-003,5.57054881442718E-003,6.20256858009978E-003,1.07593420656059E-003
mitchellae_byron-bay_c.112239_01,-6.43940696044950E-002,-3.72433111686336E-002,-1.77112604195677E-002,-1.62506142758084E-002,4.17769015928015E-003,-4.21346559770931E-003,1.25393556030173E-002,-9.28726235776906E-003,3.58149828074605E-003,-9.80182024742386E-003
mitchellae_byron-bay_c.112240_01,-6.10935947941783E-002,-4.32303690082638E-002,-7.76476320288620E-004,-3.97138665122683E-002,2.78922739472988E-003,-8.54379737115428E-003,7.01027948680479E-003,-1.34081888586994E-003,2.59483486239365E-003,1.22207307119172E-003
mitchellae_byron-bay_c.112241_01,-1.47463123588766E-002,-2.65170562604533E-002,1.38757578889647E-002,-1.21421606725813E-002,1.10081292999949E-002,-8.00215514441509E-004,9.79353051336963E-004,-4.52956847862617E-003,6.66179845113579E-003,8.13173703934721E-004
mitchellae_byron-bay_c.112242_01,-6.15373017132953E-002,-4.08347200217710E-002,2.23693237290738E-002,-1.92049001604461E-003,8.77502762181158E-003,-1.46935317340648E-002,9.37651269421085E-003,4.32970438369585E-005,-7.51310175367474E-003,-2.30208697209973E-003
mitchellae_byron-bay_c.112243_01,-6.09228171873889E-002,-3.72251149371815E-002,3.63016958671285E-002,-1.44558273954283E-002,-4.61490802962631E-004,-1.39266571396556E-004,-4.45150176871695E-003,-7.15636287210575E-004,-3.87028483618829E-003,-1.20250513715580E-003
mitchellae_byron-bay_c.112243_02,-5.72041077157592E-002,-5.32266204688376E-003,2.83514486013965E-002,2.97389514005256E-003,-3.85164173093000E-003,8.74904272944540E-003,-3.70319675310099E-003,4.50954569957653E-003,9.07545534951180E-004,-2.12342614966031E-003
mitchellae_byron-bay_c.112243_03,-3.13454275496926E-002,-1.22529360040817E-002,1.80981815632391E-002,-1.70164959132417E-002,-8.65349050341653E-003,1.66814572359592E-002,-1.49199673096236E-002,-2.68023424951410E-003,1.01746285125968E-002,-6.88530627460717E-003
mitchellae_byron-bay_c.112250_01,-6.47291619079017E-002,-1.04063144600210E-002,4.27537964308039E-002,-1.15302394040636E-002,1.36358971195031E-002,3.08637705502870E-003,1.73617594129521E-002,5.07350618306157E-003,-6.02468244071979E-004,3.10228487723921E-003
mitchellae_byron-bay_c.441635_01,-1.78062826093243E-002,4.25396338673611E-004,1.85427701858645E-002,-5.48206349405728E-003,6.58060322386274E-003,1.40360222887519E-002,1.23121505677237E-002,-2.72086968324787E-003,6.20190800855390E-003,4.93143502785159E-003
mitchellae_byron-bay_c.441635_02,-2.20441518979826E-002,-3.78578581744025E-002,3.23232273034998E-002,-3.54344020724643E-002,2.86467175942352E-003,1.42869693267729E-002,-3.05870132938152E-003,-1.48609068837225E-002,6.80228098825731E-003,-3.04821813413434E-003
mitchellae_byron-bay_c.441635_03,-5.42685185679489E-002,9.70821586243295E-003,3.45152511018641E-003,-3.43257877888511E-003,-4.07041833553338E-003,3.81967266375759E-003,8.56358531435226E-003,7.36188394838909E-003,-4.90782100516688E-003,7.58954741594706E-003
mitchellae_byron-bay_c.441635_04,-6.85322950282294E-002,6.58100196223983E-003,2.19724421676852E-002,-5.01185832986318E-003,6.96590708677705E-004,1.57545178157798E-002,1.44257197150241E-002,1.15455349197545E-002,-3.39302952852063E-004,-4.95818296610014E-004
mitchellae_byron-bay_c.441635_05,-6.97798218393472E-002,-1.73248734884895E-002,3.36420436886636E-002,-8.02869474581028E-003,1.25143924737210E-002,-8.25869488022482E-004,1.40631716300505E-003,6.36519645617656E-003,-9.46757044123232E-003,-2.69862313588829E-003
mitchellae_byron-bay_c.441635_06,-3.15746738667693E-002,-3.23783308585513E-002,1.60294974177437E-002,-3.16695512475168E-002,-2.34536064163006E-004,-9.01616971686791E-003,1.18008200285063E-003,-2.49359025205338E-003,4.45147634112432E-003,-8.55514546364895E-003
mitchellae_byron-bay_c.441635_07,-5.95260869822370E-002,-1.85766659693417E-002,1.80871342465026E-002,-5.77981253378912E-003,7.76244081743144E-003,-1.82550090347988E-003,1.73366068721514E-004,5.94342999883344E-003,3.65515495288638E-003,3.14389117070295E-003
mitchellae_byron-bay_c.441635_08,-4.50664463840049E-002,-3.90150996102759E-002,2.66622818319447E-002,-1.08532810313944E-002,-1.96246642316625E-002,-2.12498714405497E-003,8.33525148085114E-004,2.81985973644782E-003,8.96421717082381E-003,1.73116994154911E-005
mitchellae_byron-bay_c.441635_09,1.06750187077628E-002,-1.43602929269670E-003,1.94940016053806E-002,-2.73572884772305E-002,-6.33382033756546E-003,2.06798755926387E-003,1.67295548985492E-002,3.18635589135746E-003,-6.16066683292936E-003,-5.36232078589132E-003
mitchellae_byron-bay_c.441635_10,-5.26646795642856E-002,-4.14065106793528E-002,3.29631046448054E-002,-2.45830753236828E-004,9.14267778713563E-003,-8.07266412500923E-003,-7.55130671793818E-003,1.97991936582287E-003,7.49190026549441E-003,-4.73829468098698E-004
mitchellae_byron-bay_c.441635_11,-1.76626235074430E-002,-8.24202124174639E-003,3.60858028955460E-002,-4.52243261241515E-002,4.99682351337555E-003,2.21996612395231E-002,4.24086004097799E-004,-3.39885678637326E-004,7.55388245651523E-003,9.81680436784566E-005
mitchellae_byron-bay_c.441635_12,-9.44249891795830E-002,4.22880447026021E-002,5.74111011993386E-002,7.68509167786920E-004,-3.29699545225720E-003,7.04126791716301E-003,1.58905138613492E-002,1.39287652253870E-002,1.14057819969515E-002,-8.11333797904000E-003
mitchellae_byron-bay_c.584214_01,-6.91970804900512E-002,1.06743493480221E-002,4.12072573963069E-002,3.55297218013402E-004,3.78462114695180E-002,1.44651436416467E-002,5.90219285914191E-003,-1.12139833585853E-002,4.67469999686743E-003,-5.65302922789789E-003
mitchellae_byron-bay_c.584218.001_01,-9.00570282415634E-002,-1.95364394396423E-002,3.21892855070358E-002,-6.44065281383276E-003,9.88381901743127E-003,1.09849422023695E-002,1.76800180379214E-002,-7.47529744276833E-003,-1.89703270247984E-003,2.23886857017518E-003
mitchellae_byron-bay_c.584219.001_01,-4.89799667441458E-002,-6.04151912593799E-002,1.06004660610531E-002,-3.76638300433805E-002,-2.13867702868365E-003,-7.83059008860605E-003,2.00586930164642E-002,-2.85238724725557E-003,-5.99121037890518E-003,-4.07911823946429E-003
mitchellae_cumbebin-swamp_c.320055_01,-3.15601437884333E-002,-1.60348992099151E-002,-1.46189135459171E-002,-1.98863463130066E-002,-1.09029836363072E-002,2.31726936896049E-002,-8.13736934408384E-003,-3.57884274928276E-003,5.27045361550401E-003,-2.43465250194209E-003
mitchellae_cumbebin-swamp_c.584217_01,-1.30338984690002E-003,7.25681970872878E-003,1.35185961426801E-003,-1.79386522238354E-002,4.75387722841075E-003,2.75137231772971E-004,1.36924058086330E-002,6.16954231251461E-003,-2.60405751026428E-003,4.13901279671737E-003
mitchellae_kingscliff_c.584239.001_01,4.77039025570099E-002,-4.68671497967247E-002,3.13144908663539E-002,-3.65294631133491E-002,1.67652471994830E-002,8.94480659954777E-003,-1.39399816123901E-002,-5.14132246424415E-003,9.94270694131513E-004,5.19613463380597E-003
mitchellae_mullumbimby_c.272200_01,-7.68580468213388E-002,1.94895162782127E-002,1.41087711784692E-002,-1.57434244364852E-002,2.85889207273153E-003,5.19269411777002E-003,1.92782664851179E-003,-2.56869941663348E-003,-4.76539851324558E-003,1.43783098685385E-003
mitchellae_mullumbimby_c.348956_01,-1.24291613837619E-001,-9.73862597734548E-003,2.01344725911072E-002,-1.82701857698787E-002,-2.74246373127141E-002,-1.78152627285343E-002,-3.33187756384050E-003,1.79452798469190E-003,-2.03329993634238E-002,4.87429874021200E-003
mitchellae_richmond-lower_c.003392_01,-7.64141054784606E-002,-3.90970971086617E-002,2.28399224144543E-002,-2.55107422222612E-002,5.46747829076749E-003,-3.57339670014024E-003,-6.73355425965757E-003,4.01881534439661E-003,8.15396657458618E-004,-1.24814845986388E-003
mitchellae_richmond-lower_c.003392_02,-4.89518705369746E-002,-6.62713830561353E-002,2.32786475265893E-002,-3.96391011044496E-002,-7.49325832316960E-004,1.63571802949337E-002,3.87922354330843E-003,-1.24484444813492E-002,1.35159929150807E-003,6.58163265272659E-003
mitchellae_richmond-river_c.112232_01,1.05920079675498E-002,1.10881878331571E-003,2.80139711037039E-002,-1.10534556050522E-002,4.23173063198594E-004,7.40544880919006E-003,6.89029800924591E-004,7.78848683386961E-003,-2.85432637069749E-003,5.83132460647155E-004
mitchellae_richmond-river_c.112232_02,-3.72021321574304E-002,-1.66542409663176E-002,-3.08226668772432E-003,-1.84085603202201E-002,4.83528685409995E-004,5.05550656196841E-003,-9.26124234805786E-003,-2.24695500890075E-003,3.76138222886835E-004,1.97253317837810E-003
mitchellae_richmond-river_c.112233_01,-9.51297270974013E-002,-1.30022778163000E-002,2.50656568736738E-003,-1.56383594238301E-002,3.09310891263055E-003,-1.59051942125688E-002,-1.26321369612918E-002,9.58922893229316E-005,-1.97422426237651E-002,-1.75475404282822E-003
mitchellae_richmond-river_c.112234_01,-6.60792829157615E-002,-1.88746081376904E-002,3.02950067062720E-002,-1.38296741545024E-002,7.53796038573768E-003,4.61886135391329E-003,-1.40082129384285E-003,-9.82711011873299E-003,-6.91326069939909E-003,3.25507856651350E-003
mitchellae_richmond-river_c.112234_02,-2.80658786987179E-003,-5.08162496909343E-002,-4.56115132003160E-003,-2.93379515838928E-002,2.86938223074949E-004,-8.17800178167608E-003,3.48999895295982E-003,-2.56922275229204E-003,-1.25633645275424E-003,4.56761520828730E-003
mitchellae_suffolk-park_c.371958_01,-9.83216062620879E-002,-5.45957142764991E-002,2.83195269063619E-002,-3.79743938529729E-002,-2.08251690680537E-002,-9.55951025082272E-003,3.56146612330003E-003,-2.61484398478251E-003,-6.72069656751903E-003,-2.65614539261368E-003
mitchellae_tweed_c.117022_01,-1.15495251863549E-001,2.08489133574257E-002,2.80345705107157E-002,-5.92275440554832E-003,-1.05868765634656E-002,6.98088970128089E-003,-3.59042515118590E-003,-3.93835622301224E-004,1.15765456763505E-002,2.43950847464793E-003
mitchellae_tweed_c.117022_02,-5.83444854533967E-002,8.48306545276560E-003,3.59558685293224E-002,-1.41405714929429E-002,4.02582712683814E-003,1.41433714163384E-002,-7.58149878146365E-005,-1.00389295393290E-003,6.93662074828894E-003,3.28250080207312E-003
mitchellae_tweed_c.129335_01,-9.40213276133476E-003,-1.44230165737985E-002,5.05746671262833E-002,-2.28761274698619E-002,3.80967512661524E-002,6.30660297937337E-003,-3.22041746700697E-003,-2.05981450036862E-003,7.15368128521854E-003,-6.97646824012643E-004
mitchellae_tweed_c.158030_01,-6.91730658183748E-002,-2.61078135963861E-003,4.78058519692057E-002,-2.41055943260134E-002,4.94226965948917E-003,1.30514557526381E-002,-7.18774580260826E-003,-4.34032927765924E-003,1.42881351370231E-002,4.57042315411462E-003
mitchellae_tweed_c.158030_02,-7.60213660921881E-002,-1.42136341034252E-002,2.07250685147042E-002,-1.71255725218202E-002,-1.94397792121140E-002,1.14995596240100E-002,4.24478389278409E-003,3.74478204809960E-003,-4.67831804801261E-003,3.60808457543393E-003
mitchellae_tweed_c.158030_03,-6.62573621007927E-002,-1.20268781787396E-002,2.51585745785344E-002,-2.45314280853458E-002,1.64990231148084E-002,4.54310144090409E-003,-1.68278033365301E-003,-3.72612035758777E-004,2.67523846422708E-003,8.73022057090441E-003
mitchellae_tweed_c.163390_01,-9.60877514268642E-002,1.52730627952360E-003,2.63700751752525E-002,-6.65728900979821E-003,2.00317438770297E-002,1.76763401738826E-002,1.97719585876171E-003,-5.08663933580572E-003,-1.22151466449049E-003,-2.77528932917567E-004
mitchellae_wilsons-river_c.121725_01,-7.43858313982082E-002,-1.82007705130433E-002,3.62588261514536E-002,-1.58551660985847E-002,-2.06927366917734E-003,-1.53471660517277E-002,-2.18665873547355E-002,-6.08452809095615E-003,7.36549124587706E-003,3.69228764555880E-003
novaehollandiae_armidale_c.105155_01,1.27581675087854E-001,1.42184145236087E-002,2.46721597467388E-002,1.32044446920001E-002,-3.97275952905105E-002,7.60831694835777E-003,-1.47857844596381E-002,-1.99319806661653E-003,-7.16822415125325E-003,-2.05436924349717E-003
novaehollandiae_armidale_c.105160_01,9.63852491276586E-002,2.27532702247480E-002,5.52398398048445E-002,2.25005513001812E-002,7.67085133739561E-003,1.52389275114892E-002,-1.78421319272371E-002,6.24237082449891E-003,-1.30458171174863E-002,6.20775325862326E-003
novaehollandiae_armidale_c.105165_01,1.19509619249736E-001,2.97822433784973E-002,-8.15263012029282E-003,-6.20279399108553E-003,7.77686840657214E-003,-1.46566822169813E-004,-2.70370278087542E-002,-2.33168235613158E-003,-1.03979129762476E-003,-7.20780321317927E-003
novaehollandiae_armidale_c.112196_01,1.32647895879422E-001,2.14059235950720E-002,2.56518969116694E-002,-8.14172621195256E-004,-1.38498485320974E-002,1.54088968802475E-002,-6.27236251057090E-003,-1.54345158789496E-002,-3.55604099246854E-003,1.16752207672475E-002
novaehollandiae_armidale_c.112197_01,2.19739254944917E-002,2.92721332894256E-002,-1.43150225178361E-002,-1.32083009291578E-002,-9.54030664148461E-003,1.81108374881160E-002,-3.17972927156502E-003,3.49405470251224E-003,-1.07076243984370E-002,-5.45164859058414E-003
novaehollandiae_armidale_c.112197_02,5.74460690830772E-002,-2.93013090213164E-003,-3.74184457542551E-003,-1.28800054978939E-002,2.18568009634942E-003,2.88588938213607E-002,-4.14846640159994E-003,1.76056527505307E-003,-1.72438516374554E-002,-8.84904870283035E-003
novaehollandiae_armidale_c.348948_01,9.73782520537840E-002,-5.90894561469821E-003,-6.35760891929280E-003,-4.08325412717907E-003,1.84826436668520E-002,3.83466180064446E-003,-9.76341159428431E-003,-8.68588786266458E-003,2.61348652689466E-003,3.74934641888125E-003
novaehollandiae_brooklana_c.042050_01,-1.12536968323858E-001,9.81014246478444E-002,-1.87181986648504E-002,4.07876553546282E-002,-1.92390567892283E-002,3.24246993709197E-002,-7.34447701031777E-003,1.37701918137856E-002,-1.13250070538815E-002,3.32497699221142E-003
novaehollandiae_bugan_c.460243_01,1.39786682870438E-001,1.71179479233145E-002,1.42207689622660E-002,1.17838207384733E-003,-5.25397900648054E-004,-1.59873260264795E-002,2.86944388685417E-003,-8.38861477204167E-004,-2.05045447281719E-003,-5.58578349933853E-004
novaehollandiae_buladelah_c.048983_01,5.69847548214432E-002,2.43809876580059E-003,1.23113070857844E-002,-3.29816334888003E-003,7.15756821600516E-003,-6.05564507170564E-003,4.01629939321238E-003,-8.11539125665897E-003,-1.63136454914905E-003,4.06113810354913E-003
novaehollandiae_buladelah_c.048983_02,4.36647917058672E-002,1.51386797654174E-003,2.46431445090050E-002,2.99346165906387E-002,2.82313704940715E-002,8.75932560840652E-003,3.47737307344770E-003,-6.51423799334912E-003,2.67912269385439E-003,1.19593140341864E-003
novaehollandiae_bulahdelah_c.158013_01,4.89593977101754E-002,-1.12563825904860E-003,3.17621979038779E-002,-3.14495970217486E-003,5.50866920709220E-003,5.47376057840029E-003,1.56200504473502E-003,-1.43980666002117E-003,-3.00296405179539E-003,3.57001927546689E-004
novaehollandiae_chichester_c.165925_01,1.00177955348561E-001,4.90909532105479E-003,-7.91252288019945E-003,1.59977519566592E-003,-2.81403551100825E-004,-5.09632810630974E-003,-6.46461824551946E-003,3.90603821528520E-003,-1.19819453260656E-002,-9.31195765647009E-003
novaehollandiae_coolongolook_c.112174_01,2.77688640461658E-002,-3.56736425618715E-003,-1.69181665171848E-002,1.02219897286883E-002,1.64433721072644E-002,-1.82541333343065E-002,-4.31718985173406E-003,7.50934372291843E-004,-1.27332488620370E-003,-1.22176508556551E-003
novaehollandiae_coolongolook_c.272205_01,7.63126128300170E-002,1.88230099242002E-002,-6.83648734036761E-003,1.62710955621008E-003,5.87553690915415E-003,-9.38946507145984E-003,5.25024082646859E-003,-2.11362550808711E-003,-2.95662263684220E-003,2.87902751373879E-003
novaehollandiae_cottan-bimbang_c.575477_01,1.43551342802500E-001,9.51143167926179E-003,-4.97430397240307E-003,-3.73415480721649E-002,1.98321789756265E-002,2.35546449667588E-002,7.71112826852746E-003,3.13437362246954E-003,1.03452988962496E-003,4.00443204167329E-003
novaehollandiae_darrington_c.75153_01,8.90089371830197E-002,-2.57908802926089E-003,4.11232509981475E-002,1.67790970539986E-002,-2.38328296004959E-002,-8.70867566086564E-003,1.23298127756800E-002,-3.54237405553970E-003,-4.56699411683630E-003,9.39510700713353E-004
novaehollandiae_dorrigo_c.024546_01,1.14334301441950E-001,3.56031125463266E-002,4.63957082207269E-003,-2.96769296104970E-003,5.48892248299928E-003,-1.21517492159029E-002,1.13531821989219E-002,2.33597502163068E-003,-2.53482939919006E-003,2.99177262810440E-003
novaehollandiae_dorrigo_c.028508_01,-1.72879593737543E-003,6.08534843834970E-002,-4.10208310033921E-002,-2.38319985945036E-002,-9.53442574206700E-003,-9.02318142795522E-003,5.54962113479201E-003,1.49198430969765E-002,6.04413357862881E-003,-1.46326267744314E-003
novaehollandiae_dorrigo_c.031147_01,4.23737150990502E-002,4.86824973597055E-002,3.15821133831896E-002,1.08181395167169E-003,-5.08928717876349E-003,-1.77102393315592E-003,4.72888037387617E-003,1.95153149743916E-003,-1.64761921541593E-003,-3.26795063675715E-003
novaehollandiae_dorrigo_c.043899_01,6.88574640299226E-002,9.57127922703129E-003,-3.24852190428942E-002,-2.52673769517613E-002,-1.05101978239632E-002,-1.68254056291432E-002,1.89317933588571E-003,1.43972327780397E-002,9.70605699385887E-003,-1.85191343290142E-004
novaehollandiae_dorrigo_c.043899_02,-5.32947359505638E-003,4.73687553348928E-002,-3.56664958862969E-003,-2.90911870885436E-003,-2.75701513590219E-002,-2.82245461072754E-003,5.15352943273899E-003,4.98396476492098E-003,-5.17482422764590E-003,-1.68586103297566E-003
novaehollandiae_dorrigo_c.043899_03,-1.41408662745361E-002,1.11199404433340E-001,-1.86768459508234E-002,-3.29984361303273E-002,-1.25194666974174E-003,2.58111639304368E-003,-1.02172049208844E-002,1.51502478526880E-002,-7.61979383956505E-003,-2.84006743889703E-003
novaehollandiae_dorrigo_c.105157_01,3.95893134190268E-002,6.10332210183898E-002,-8.51898658033783E-003,-2.28277698411978E-002,-1.20305005955001E-002,1.19380085072020E-002,8.62624493887270E-004,-3.26846736967060E-003,1.29223409398908E-002,-5.84946121358828E-003
novaehollandiae_dorrigo_c.112183_01,-2.55666730798048E-002,8.71312975177410E-002,3.35082036815573E-004,2.40796820467871E-002,-1.68606676678149E-002,1.35605394284968E-004,-4.49567839992303E-003,-8.30174409687885E-003,1.65650535610633E-003,-2.17637946155024E-003
novaehollandiae_dorrigo_c.112185_01,5.72980592121935E-002,5.64983362579732E-002,2.89568976471344E-002,-1.67054267679691E-002,-1.97718467176131E-002,3.61298953019766E-003,2.82282829178648E-003,-6.27262673194784E-003,1.28536140292656E-003,-5.00953684586738E-003
novaehollandiae_dorrigo_c.112195_01,6.40497956056486E-002,6.67007509017373E-002,-4.88422335975699E-002,-3.26717833586920E-002,-1.47182195915377E-002,-1.02999967786294E-002,-4.39650428117641E-003,1.01834621495053E-002,9.02283322846575E-004,-1.77036623804303E-003
novaehollandiae_dorrigo_c.117955_01,-7.24404776606251E-003,2.37812080965525E-002,-2.92641514048409E-002,-2.57999086337272E-003,1.88223604883927E-002,-8.22731964970018E-003,5.21778211533643E-003,-3.29824162319170E-003,4.12407119944738E-003,7.72783886244697E-004
novaehollandiae_dorrigo_c.117955_02,-1.53499582030363E-002,6.13928866176679E-002,3.17659340657927E-002,3.10881462698047E-002,-9.25911919709931E-004,-2.86117557219303E-003,8.56709285517283E-003,3.84702479837833E-003,-1.54119711983632E-003,-6.44096028521072E-003
novaehollandiae_dorrigo_c.128360_01,1.69718290303335E-002,3.25664167579668E-002,-1.84481283358435E-002,1.36510922346828E-002,6.92795546409653E-003,-2.76790429463888E-003,4.73067158326616E-003,2.25570705201753E-003,-1.30406144592104E-003,-9.73878920880211E-003
novaehollandiae_dorrigo_c.158011_01,-4.15415272352890E-002,6.25132184079337E-002,-8.11723140976040E-003,1.81192930200085E-002,2.73045355520850E-003,1.04648189190787E-004,4.22896902187997E-003,1.91586165207142E-002,3.75482622084180E-003,9.35245358041908E-004
novaehollandiae_dorrigo_c.158020_01,1.01721733518659E-002,3.54776077716754E-002,-9.10208359017180E-003,-3.75207876125567E-003,-4.86325020428652E-003,7.39135970707255E-003,1.27589435033315E-002,-5.93904858514429E-003,6.12426914432463E-005,4.67235043088788E-003
novaehollandiae_dorrigo_c.158022_01,-4.58162307402722E-002,1.22332216800465E-001,-7.90264794298617E-002,-2.70378797727876E-002,-2.11699642336865E-002,-7.52934055794657E-003,1.11038738014244E-002,-1.01528333284412E-002,-1.69007385477498E-003,6.96667295966601E-004
novaehollandiae_dorrigo_c.172710_01,-1.58600648725245E-003,1.38532033702206E-001,-3.77397424981964E-002,1.00777546980525E-002,-3.54915559011722E-002,3.09477871901952E-002,1.26407756970154E-003,-2.70896035770862E-002,7.01091507857301E-003,1.32091037391654E-002
novaehollandiae_dorrigo_c.172710_02,-1.35596866769984E-002,6.64070224920546E-002,7.56427312320105E-003,1.79751272689700E-002,-2.00657220487330E-002,5.08527519700346E-003,1.98071548396598E-002,-2.84771745071016E-004,-5.04416799420160E-003,-3.27655272808409E-003
novaehollandiae_dorrigo_c.172710_03,-1.23550062350607E-002,9.35130886086720E-002,-3.47824555011660E-002,-1.11892147743584E-002,-3.63486466920039E-004,2.17865178457225E-003,3.07058348779045E-003,1.18499231161502E-002,2.15591991374556E-003,4.83947502794432E-003
novaehollandiae_dorrigo_c.320785_01,9.17752660977501E-002,2.94470249694602E-002,-6.06238086758221E-002,-3.89287729494174E-002,5.57624257029452E-003,6.39128495536832E-003,-1.08996248564733E-002,1.00465340794888E-002,-1.22639982071994E-002,-2.35584714829464E-003
novaehollandiae_dorrigo_c.347159_01,-2.60133365265777E-002,9.99879387205208E-002,-3.66130001858346E-002,-2.62123138186390E-003,2.46084496159129E-003,-2.76315300515422E-003,8.25906187025848E-003,-1.59053912442548E-002,-3.30121261700692E-003,3.45552105625773E-003
novaehollandiae_dorrigo_c.348947_01,6.01621140669008E-002,3.27335424427802E-002,-5.79713365157645E-003,-1.88403288836304E-002,-2.13380690637662E-002,-1.84732294977775E-003,-1.37614769542032E-002,-4.08650523305277E-003,6.31596219692345E-003,-4.21978742352576E-003
novaehollandiae_dungog_c.105162_01,6.35653599497366E-002,5.72828502509492E-003,2.09281669277750E-002,-1.08638014880287E-002,-1.57200205910466E-002,-1.65817726411220E-002,6.97259349320651E-003,3.14285456720113E-003,-2.68385292224905E-003,1.15489121791339E-002
novaehollandiae_dungog_c.112168_01,6.69510992289905E-002,2.59910623643090E-002,-1.57872818457073E-002,-1.16404889432305E-002,3.32550544977125E-002,-1.78562944788847E-003,-3.16319361648328E-003,-1.18316639494492E-002,7.88586622007767E-004,-3.82032769563231E-003
novaehollandiae_dungog_c.112172_01,8.31434431316793E-002,5.94170448987505E-002,-2.99825445998120E-002,-1.25353879568760E-002,3.48623616024817E-003,-8.51814827225654E-003,-7.02922580056822E-003,-1.10548639272699E-003,-2.83738527621931E-003,-1.97196100536368E-003
novaehollandiae_dungog_c.112184_01,9.30087024831620E-002,8.68558008954994E-002,-8.91636572058386E-002,-6.77388116906755E-002,2.74222132083774E-002,2.71606671888297E-003,-5.32798485279728E-003,-1.39965985525195E-002,-7.93807505962604E-003,-6.86473978417465E-003
novaehollandiae_dungog_c.158010_01,-2.12239673030679E-002,4.87316517940001E-002,-5.83403275307518E-003,-4.39060314150176E-003,-1.97935725388640E-002,-9.68084954185244E-003,-1.18200619633307E-002,-1.35752738874717E-003,-1.61969132910211E-002,9.12244485286057E-003
novaehollandiae_dungog_c.158014_01,9.63240717069426E-002,-1.98567496529135E-002,1.34828215262291E-002,1.64057427279958E-002,-4.96885115058831E-003,-1.06148720600543E-002,-3.38766519328525E-003,-4.66471569155434E-003,5.45460373968609E-003,-3.51320437376642E-004
novaehollandiae_dungog_c.158015_01,4.80014047346478E-002,5.43768171415268E-003,-2.72999866149611E-002,8.53564542139006E-003,1.80669440016186E-002,-7.46126877252994E-003,4.00815566424716E-005,-6.58241646821991E-003,-6.37094701959712E-003,6.85297993712953E-003
novaehollandiae_dungog_c.348949_01,4.36959719397806E-002,2.42778330238628E-002,2.30749069903800E-002,6.38432201552343E-003,-9.26136792955479E-003,-1.69447429795867E-003,7.61725045703655E-003,1.24111340202225E-002,-1.27978216995659E-003,8.54726232739791E-003
novaehollandiae_forster_c.104898_01,5.55568411639766E-002,-2.08255664913907E-002,3.02096047047978E-002,-2.03240197212519E-002,1.28875110150373E-002,3.65740960813870E-004,-2.44659278594275E-003,2.93532349688506E-003,6.43231272708463E-004,8.61000829888703E-003
